구분,voca NO,grade ID,grade NO,WordText,WordMeaning,PoS,품사,image ID,WordID(SoundID),WordSymbol,result_json,example_english,example_korean,단어 여부 검수,초등800 포함여부
초등800,11420,초등,5,taste,~한 맛이 나다,1,동사,10648,25826,[téist],"{'example_sentence_eng': 'I taste the sweet soup.', 'example_sentence_kor': '수프에 달콤한 맛이 나요.'}",I taste the sweet soup.,수프에 달콤한 맛이 나요.,TRUE,TRUE
초등800,11421,초6,4,taxi,택시,2,명사,3575,5938,[tǽksi],"{'example_sentence_eng': 'I ride a taxi.', 'example_sentence_kor': '나는 택시를 타요.'}",I ride a taxi.,나는 택시를 타요.,TRUE,TRUE
초등800,11422,초5,3,teach,가르치다,1,동사,9250,86,[tí:ʧ],"{'example_sentence_eng': 'I teach my class.', 'example_sentence_kor': '나는 반을 가르치요.'}",I teach my class.,나는 반을 가르치요.,TRUE,TRUE
초등800,11423,초등,5,team,팀,2,명사,3640,6029,[tí:m],"{'example_sentence_eng': 'Our team wins always.', 'example_sentence_kor': '우리 팀은 항상 이겨요.'}",Our team wins always.,우리 팀은 항상 이겨요.,TRUE,TRUE
초등800,11424,초등,5,telephone,전화,2,명사,3028,5016,[téləfòun],"{'example_sentence_eng': 'I call by telephone.', 'example_sentence_kor': '나는 전화로 불러요.'}",I call by telephone.,나는 전화로 불러요.,TRUE,TRUE
초등800,11425,초등,5,television,텔레비전,2,명사,3585,5948,[téləvìʒən],"{'example_sentence_eng': 'I watch television at home.', 'example_sentence_kor': '나는 집에서 텔레비전을 봐요.'}",I watch television at home.,나는 집에서 텔레비전을 봐요.,TRUE,TRUE
초등800,11426,초5,3,tell,말하다,1,동사,1129,1808,[tél],"{'example_sentence_eng': 'I tell a story.', 'example_sentence_kor': '나는 이야기를 말해요.'}",I tell a story.,나는 이야기를 말해요.,TRUE,TRUE
초등800,11427,초5,3,tell,구분하다,1,동사,9330,19772,[tél],"{'example_sentence_eng': 'Tell big from small.', 'example_sentence_kor': '큰 것과 작은 것을 구분해요.'}",Tell big from small.,큰 것과 작은 것을 구분해요.,TRUE,TRUE
초등800,11428,초5,3,tell,알려주다,1,동사,9995,25827,[tél],"{'example_sentence_eng': 'Tell me my name.', 'example_sentence_kor': '내 이름을 알려줘요.'}",Tell me my name.,내 이름을 알려줘요.,TRUE,TRUE
초등800,11429,초3,1,ten,"10,열",2,명사,8,8,[tén],"{'example_sentence_eng': 'I have ten candies.', 'example_sentence_kor': '나는 사탕이 열 개 있어요.'}",I have ten candies.,나는 사탕이 열 개 있어요.,TRUE,TRUE
초등800,11430,초3,1,tennis,테니스,2,명사,3581,5944,[ténis],"{'example_sentence_eng': 'I like tennis.', 'example_sentence_kor': '나는 테니스를 좋아해요.'}",I like tennis.,나는 테니스를 좋아해요.,TRUE,TRUE
초등800,11431,초4,2,tent,텐트,2,명사,5126,15016,[tént],"{'example_sentence_eng': 'I see a tent.', 'example_sentence_kor': '나는 텐트를 봐요.'}",I see a tent.,나는 텐트를 봐요.,TRUE,TRUE
초등800,11432,초6,4,test,시험,2,명사,2068,3392,[tést],"{'example_sentence_eng': 'I take a test.', 'example_sentence_kor': '나는 시험을 봐요.'}",I take a test.,나는 시험을 봐요.,TRUE,TRUE
초등800,11433,초6,4,test,"검사하다,실험하다",1,동사,2365,30770,[test],"{'example_sentence_eng': 'We test a fun experiment.', 'example_sentence_kor': '우리는 재미있는 실험을 해요.'}",We test a fun experiment.,우리는 재미있는 실험을 해요.,TRUE,TRUE
초등800,11434,초5,3,textbook,교과서,2,명사,432,689,[tékstbùk],"{'example_sentence_eng': 'I read the textbook.', 'example_sentence_kor': '나는 교과서를 읽어요.'}",I read the textbook.,나는 교과서를 읽어요.,TRUE,TRUE
초등800,11435,초6,4,than,(비교) ~보다,7,접속사,13909,2400,[ðǽn; ðən],"{'example_sentence_eng': 'I am bigger than you.', 'example_sentence_kor': '나는 너보다 커요.'}",I am bigger than you.,나는 너보다 커요.,TRUE,TRUE
초등800,11436,초3,1,thank,감사하다,1,동사,14293,182,[θǽŋk],"{'example_sentence_eng': 'I thank you.', 'example_sentence_kor': '나는 너에게 감사해요.'}",I thank you.,나는 너에게 감사해요.,TRUE,TRUE
초등800,11437,초3,1,that,저것,5,대명사,5607,4906,[ðǽt],"{'example_sentence_eng': 'I like that ball.', 'example_sentence_kor': '저것 공을 좋아해요.'}",I like that ball.,저것 공을 좋아해요.,TRUE,TRUE
초등800,11438,초3,1,that,"그렇게,그만큼",4,부사,7788,26007,[ðǽt],"{'example_sentence_eng': 'He jumps that high.', 'example_sentence_kor': '그는 그렇게 높이 뛰어요.'}",He jumps that high.,그는 그렇게 높이 뛰어요.,TRUE,TRUE
초등800,11439,초3,1,the,그,10,관사,514,812,[ðə(자음 앞); ði(모음 앞)],"{'example_sentence_eng': 'The ball is round.', 'example_sentence_kor': '그 공이 둥글어요.'}",The ball is round.,그 공이 둥글어요.,TRUE,TRUE
초등800,11440,초3,1,there,"저기,거기",4,부사,192,275,[ðέər],"{'example_sentence_eng': 'There is a ball.', 'example_sentence_kor': '저기 공이 있어요.'}",There is a ball.,저기 공이 있어요.,TRUE,TRUE
초등800,11441,초3,1,they,그들은,5,대명사,14861,826,[ðéi],"{'example_sentence_eng': 'They play in park.', 'example_sentence_kor': '그들은 공원에서 놀아요.'}",They play in park.,그들은 공원에서 놀아요.,TRUE,TRUE
초등800,11442,초5,3,thing,"것,물체",2,명사,10603,352,[θíŋ],"{'example_sentence_eng': 'I see a thing.', 'example_sentence_kor': '나는 것을 봐요.'}",I see a thing.,나는 것을 봐요.,TRUE,TRUE
초등800,11443,초5,3,thing,"물건,소지품",2,명사,10603,25830,[θíŋ],"{'example_sentence_eng': 'I have a thing.', 'example_sentence_kor': '저는 물건이 있어요.'}",I have a thing.,저는 물건이 있어요.,TRUE,TRUE
초등800,11444,초5,3,thing,"(상황/사건 등을 가리키는)것,일",2,명사,5843,25856,[θíŋ],"{'example_sentence_eng': 'This thing is fun.', 'example_sentence_kor': '이것은 재미있어요.'}",This thing is fun.,이것은 재미있어요.,TRUE,TRUE
초등800,11445,초4,2,think,생각하다,1,동사,1784,2976,[θíŋk],"{'example_sentence_eng': 'I think every day.', 'example_sentence_kor': '나는 매일 생각해요.'}",I think every day.,나는 매일 생각해요.,TRUE,TRUE
초등800,11446,초등,5,thirst,갈증,2,명사,7811,15780,[θə́:rst],"{'example_sentence_eng': 'I feel thirst.', 'example_sentence_kor': '저는 갈증이 나요.'}",I feel thirst.,저는 갈증이 나요.,TRUE,TRUE
초등800,11447,초4,2,thirteen,"13,열셋",2,명사,10576,11,[θə̀:rtí:n],"{'example_sentence_eng': 'I see thirteen stars.', 'example_sentence_kor': '나는 열셋 별 봐요.'}",I see thirteen stars.,나는 열셋 별 봐요.,TRUE,TRUE
초등800,11448,초4,2,thirty,"30,서른",2,명사,19,19,[θə́:rti],"{'example_sentence_eng': 'I see thirty stars.', 'example_sentence_kor': '나는 서른 개의 별을 봐요.'}",I see thirty stars.,나는 서른 개의 별을 봐요.,TRUE,TRUE
초등800,11449,초3,1,this,이것은,5,대명사,2718,4523,[ðís],"{'example_sentence_eng': 'This is my ball.', 'example_sentence_kor': '이것은 내 공이에요.'}",This is my ball.,이것은 내 공이에요.,TRUE,TRUE
초등800,11450,초3,1,three,"3,셋",2,명사,1,1,[θrí:],"{'example_sentence_eng': 'I have three balls.', 'example_sentence_kor': '나는 공 셋이 있어요.'}",I have three balls.,나는 공 셋이 있어요.,TRUE,TRUE
초등800,11451,초3,1,ticket,표,2,명사,3709,6139,[tíkit],"{'example_sentence_eng': 'I have a ticket.', 'example_sentence_kor': '나는 표가 있어요.'}",I have a ticket.,나는 표가 있어요.,TRUE,TRUE
초등800,11452,초3,1,tiger,호랑이,2,명사,3876,6436,[táigər],"{'example_sentence_eng': 'The tiger runs fast.', 'example_sentence_kor': '호랑이가 빠르게 달려요.'}",The tiger runs fast.,호랑이가 빠르게 달려요.,TRUE,TRUE
초등800,11453,초3,1,time,시간,2,명사,1050,1668,[táim],"{'example_sentence_eng': 'Time is for fun.', 'example_sentence_kor': '시간은 즐거워요.'}",Time is for fun.,시간은 즐거워요.,TRUE,TRUE
초등800,11454,초3,1,time,"횟수,번",2,명사,6595,25833,[táim],"{'example_sentence_eng': 'I do it one time.', 'example_sentence_kor': '한 번 해요.'}",I do it one time.,한 번 해요.,TRUE,TRUE
초등800,11455,초등,5,tire,피곤하게 하다,1,동사,7859,15032,[táiər],"{'example_sentence_eng': 'Homework tires me.', 'example_sentence_kor': '숙제가 나를 피곤하게 해요.'}",Homework tires me.,숙제가 나를 피곤하게 해요.,TRUE,TRUE
초등800,11456,초등,5,tire,타이어,2,명사,12451,16996,[táiər],"{'example_sentence_eng': 'The tire is on car.', 'example_sentence_kor': '타이어가 차에 있어요.'}",The tire is on car.,타이어가 차에 있어요.,TRUE,TRUE
초등800,11457,초3,1,tired,피곤한,3,형용사,7859,6182,[táiərd],"{'example_sentence_eng': 'I am tired.', 'example_sentence_kor': '나는 피곤해요.'}",I am tired.,나는 피곤해요.,TRUE,TRUE
초등800,11458,초3,1,to,~에,6,전치사,2323,3811,[tú:],"{'example_sentence_eng': 'I go to school.', 'example_sentence_kor': '나는 학교에 가요.'}",I go to school.,나는 학교에 가요.,TRUE,TRUE
초등800,11459,초3,1,today,오늘(날),2,명사,14832,4024,[tədéi],"{'example_sentence_eng': 'Today is fun.', 'example_sentence_kor': '오늘은 재미있어요.'}",Today is fun.,오늘은 재미있어요.,TRUE,TRUE
초등800,11460,초3,1,together,함께,4,부사,10974,6278,[təgéðər],"{'example_sentence_eng': 'We play together.', 'example_sentence_kor': '우리 함께 놀아요.'}",We play together.,우리 함께 놀아요.,TRUE,TRUE
초등800,11461,초3,1,tomato,토마토,2,명사,5284,9740,[təméitou],"{'example_sentence_eng': 'I eat a tomato.', 'example_sentence_kor': '나는 토마토를 먹어요.'}",I eat a tomato.,나는 토마토를 먹어요.,TRUE,TRUE
초등800,11462,초4,2,tomorrow,내일,2,명사,737,1171,[təmɔ́:rou; təmárou],"{'example_sentence_eng': 'I go to school tomorrow.', 'example_sentence_kor': '나는 내일 학교에 가요.'}",I go to school tomorrow.,나는 내일 학교에 가요.,TRUE,TRUE
초등800,11463,초등,5,tonight,오늘밤,2,명사,10696,4025,[tənáit],"{'example_sentence_eng': 'Tonight, we watch cartoons.', 'example_sentence_kor': '오늘밤에 만화를 봐요.'}","Tonight, we watch cartoons.",오늘밤에 만화를 봐요.,TRUE,TRUE
초등800,11464,초3,1,too,"역시,또한",4,부사,938,1490,[tú:],"{'example_sentence_eng': 'I like ice cream too.', 'example_sentence_kor': '저도 아이스크림을 좋아해요.'}",I like ice cream too.,저도 아이스크림을 좋아해요.,TRUE,TRUE
초등800,11465,초3,1,too,너무,4,부사,13643,16607,[tú:],"{'example_sentence_eng': 'It is too hot.', 'example_sentence_kor': '날씨가 너무 더워요.'}",It is too hot.,날씨가 너무 더워요.,TRUE,TRUE
초등800,11466,초3,1,too,"지나치게,과도하게",4,부사,4416,16716,[tú:],"{'example_sentence_eng': 'This soup is too hot.', 'example_sentence_kor': '이 수프는 너무 뜨거워요.'}",This soup is too hot.,이 수프는 너무 뜨거워요.,TRUE,TRUE
초등800,11467,초6,4,tooth,이,2,명사,2716,4521,[tú:θ],"{'example_sentence_eng': 'I brush my tooth.', 'example_sentence_kor': '나는 이를 닦아요.'}",I brush my tooth.,나는 이를 닦아요.,TRUE,TRUE
초등800,11468,초6,4,tooth,톱니,2,명사,4909,16608,[tú:θ],"{'example_sentence_eng': 'The gear has a tooth.', 'example_sentence_kor': '기어에 톱니가 있어요.'}",The gear has a tooth.,기어에 톱니가 있어요.,TRUE,TRUE
초등800,11469,초3,1,top,꼭대기,2,명사,9366,1036,[táp],"{'example_sentence_eng': 'I climb to the top.', 'example_sentence_kor': '나는 꼭대기로 올라가요.'}",I climb to the top.,나는 꼭대기로 올라가요.,TRUE,TRUE
초등800,11470,초3,1,top,팽이,2,명사,12293,16609,[táp],"{'example_sentence_eng': 'The top spins fast.', 'example_sentence_kor': '팽이가 빨리 돌아요.'}",The top spins fast.,팽이가 빨리 돌아요.,TRUE,TRUE
초등800,11471,초3,1,top,위에 놓다,1,동사,9366,18855,[táp],"{'example_sentence_eng': 'Put the pen on top.', 'example_sentence_kor': '펜을 위에 놓아요.'}",Put the pen on top.,펜을 위에 놓아요.,TRUE,TRUE
초등800,11472,초3,1,touch,"만지다,건드리다",1,동사,10634,1403,[tʌ́ʧ],"{'example_sentence_eng': 'Touch the ball.', 'example_sentence_kor': '공을 만져요.'}",Touch the ball.,공을 만져요.,TRUE,TRUE
초등800,11473,초3,1,touch,감동시키다,1,동사,137,18097,[tʌ́ʧ],"{'example_sentence_eng': 'The movie touches me.', 'example_sentence_kor': '영화가 나를 감동시켜요.'}",The movie touches me.,영화가 나를 감동시켜요.,TRUE,TRUE
초등800,11474,초3,1,touch,솜씨,2,명사,9792,20215,[tʌ́ʧ],"{'example_sentence_eng': 'He has a good touch.', 'example_sentence_kor': '그는 솜씨가 좋아요.'}",He has a good touch.,그는 솜씨가 좋아요.,TRUE,TRUE
초등800,11475,초3,1,touch,촉각,2,명사,3446,21224,[tʌ́ʧ],"{'example_sentence_eng': 'Touch is a sense.', 'example_sentence_kor': '촉각은 감각이에요.'}",Touch is a sense.,촉각은 감각이에요.,TRUE,TRUE
초등800,11476,초5,3,town,"마을,읍",2,명사,10891,4455,[táun],"{'example_sentence_eng': 'I love our town.', 'example_sentence_kor': '나는 우리 마을을 사랑해요.'}",I love our town.,나는 우리 마을을 사랑해요.,TRUE,TRUE
초등800,11477,초3,1,toy,장난감,2,명사,2929,4841,[tɔ́i],"{'example_sentence_eng': 'I have a toy.', 'example_sentence_kor': '나는 장난감이 있어요.'}",I have a toy.,나는 장난감이 있어요.,TRUE,TRUE
초등800,11478,초등,5,track,지나간 자국,2,명사,3269,5428,[trǽk],"{'example_sentence_eng': 'I see a track.', 'example_sentence_kor': '저는 자국을 봐요.'}",I see a track.,저는 자국을 봐요.,TRUE,TRUE
초등800,11479,초등,5,track,길,2,명사,3269,17397,[trǽk],"{'example_sentence_eng': 'We follow the track.', 'example_sentence_kor': '우리는 길을 따라가요.'}",We follow the track.,우리는 길을 따라가요.,TRUE,TRUE
초등800,11480,초등,5,track,경주로,2,명사,13171,19431,[trǽk],"{'example_sentence_eng': 'Race on the track.', 'example_sentence_kor': '경주로에서 경주해요.'}",Race on the track.,경주로에서 경주해요.,TRUE,TRUE
초등800,11481,초등,5,track,추적하다,1,동사,9751,20657,[trǽk],"{'example_sentence_eng': 'I track my lost ball.', 'example_sentence_kor': '나는 잃은 공을 추적해요.'}",I track my lost ball.,나는 잃은 공을 추적해요.,TRUE,TRUE
초등800,11482,초등,5,track,선로,2,명사,3409,25834,[trǽk],"{'example_sentence_eng': 'Train rides on track.', 'example_sentence_kor': '기차가 선로를 달려요.'}",Train rides on track.,기차가 선로를 달려요.,TRUE,TRUE
초등800,11483,초6,4,train,열차,2,명사,2395,3947,[tréin],"{'example_sentence_eng': 'I ride the train.', 'example_sentence_kor': '나는 열차를 타요.'}",I ride the train.,나는 열차를 타요.,TRUE,TRUE
초등800,11484,초6,4,train,"훈련하다,훈련시키다",1,동사,5315,9783,[tréin],"{'example_sentence_eng': 'Train the dog.', 'example_sentence_kor': '강아지를 훈련시켜요.'}",Train the dog.,강아지를 훈련시켜요.,TRUE,TRUE
초등800,11485,초6,4,train,훈련하다,1,동사,8512,27215,[trein],"{'example_sentence_eng': 'I train every day.', 'example_sentence_kor': '저는 매일 훈련해요.'}",I train every day.,저는 매일 훈련해요.,TRUE,TRUE
초등800,11486,초5,3,travel,이동하다,1,동사,2534,19780,[trǽvəl],"{'example_sentence_eng': 'I travel by bus.', 'example_sentence_kor': '나는 버스로 이동해요.'}",I travel by bus.,나는 버스로 이동해요.,TRUE,TRUE
초등800,11487,초3,1,tree,나무,2,명사,682,1095,[trí:],"{'example_sentence_eng': 'The tree is tall.', 'example_sentence_kor': '나무가 키 커요.'}",The tree is tall.,나무가 키 커요.,TRUE,TRUE
초등800,11488,초등,5,trial,재판,2,명사,2969,4900,[tráiəl],"{'example_sentence_eng': 'The trial was in court.', 'example_sentence_kor': '재판이 법원에서 열렸어요.'}",The trial was in court.,재판이 법원에서 열렸어요.,TRUE,TRUE
초등800,11489,초등,5,trial,시험,2,명사,6846,22337,[tráiəl],"{'example_sentence_eng': 'Today is trial day.', 'example_sentence_kor': '오늘은 시험 날이에요.'}",Today is trial day.,오늘은 시험 날이에요.,TRUE,TRUE
초등800,11490,초등,5,trial,"시도,시련",2,명사,953,25927,[tráiəl],"{'example_sentence_eng': 'The trial is a try.', 'example_sentence_kor': '시련은 시도예요.'}",The trial is a try.,시련은 시도예요.,TRUE,TRUE
초등800,11491,초6,4,trip,"여행,이동",2,명사,8258,3869,[tríp],"{'example_sentence_eng': 'We go on a trip.', 'example_sentence_kor': '우리는 여행 가요.'}",We go on a trip.,우리는 여행 가요.,TRUE,TRUE
초등800,11492,초6,4,trip,발을 걸어 넘어뜨리다,1,동사,6570,20660,[tríp],"{'example_sentence_eng': 'I trip on a rock.', 'example_sentence_kor': '나는 돌에 걸려 넘어져요.'}",I trip on a rock.,나는 돌에 걸려 넘어져요.,TRUE,TRUE
초등800,11493,초등,5,truck,트럭,2,명사,10386,6009,[trʌ́k],"{'example_sentence_eng': 'The truck is big.', 'example_sentence_kor': '트럭이 커요.'}",The truck is big.,트럭이 커요.,TRUE,TRUE
초등800,11494,초4,2,try,"시도하다,노력하다",1,동사,10751,6327,[trái],"{'example_sentence_eng': 'I try my best.', 'example_sentence_kor': '나는 최선을 다해요.'}",I try my best.,나는 최선을 다해요.,TRUE,TRUE
초등800,11495,초4,2,try,"먹어 보다,해보다",1,동사,6528,25836,[trái],"{'example_sentence_eng': 'Try this apple.', 'example_sentence_kor': '이 사과를 먹어 봐요.'}",Try this apple.,이 사과를 먹어 봐요.,TRUE,TRUE
초등800,11496,초4,2,try,"입어보다,써보다",1,동사,5578,30532,[trai],"{'example_sentence_eng': 'I try the hat.', 'example_sentence_kor': '모자를 입어봐요.'}",I try the hat.,모자를 입어봐요.,TRUE,TRUE
초등800,11497,초5,3,turn,"차례,순번",2,명사,5544,17000,[tə́:rn],"{'example_sentence_eng': 'My turn to play.', 'example_sentence_kor': '내 차례에요.'}",My turn to play.,내 차례에요.,TRUE,TRUE
초등800,11498,초5,3,turn,변하다,1,동사,1467,17001,[tə́:rn],"{'example_sentence_eng': 'Leaves turn in autumn.', 'example_sentence_kor': '잎이 가을에 변해요.'}",Leaves turn in autumn.,잎이 가을에 변해요.,TRUE,TRUE
초등800,11499,초5,3,turn,(시간/양 등이) 지나다,1,동사,6405,20228,[tə́:rn],"{'example_sentence_eng': 'Time turns very fast.', 'example_sentence_kor': '시간이 매우 빨리 지나가요.'}",Time turns very fast.,시간이 매우 빨리 지나가요.,TRUE,TRUE
초등800,11500,초5,3,turn,"방향을 바꾸다,돌리다",1,동사,7989,25840,[tə̀:rn],"{'example_sentence_eng': 'Turn left please.', 'example_sentence_kor': '왼쪽으로 돌리세요~요'}",Turn left please.,왼쪽으로 돌리세요~요,TRUE,
초등800,11501,초4,2,twelve,"12,열둘",2,명사,10575,10,[twélv],"{'example_sentence_eng': 'I have twelve apples.', 'example_sentence_kor': '나는 열둘 사과 있어요.'}",I have twelve apples.,나는 열둘 사과 있어요.,TRUE,
초등800,11502,초4,2,twenty,"20,스물",2,명사,18,18,[twénti],"{'example_sentence_eng': 'I have twenty apples.', 'example_sentence_kor': '나는 사과가 스물 있어요.'}",I have twenty apples.,나는 사과가 스물 있어요.,TRUE,
초등800,11503,초6,4,twice,두 번,4,부사,1014,1610,[twáis],"{'example_sentence_eng': 'I clap twice.', 'example_sentence_kor': '나는 두 번 박수 쳐요.'}",I clap twice.,나는 두 번 박수 쳐요.,TRUE,
초등800,11504,초3,1,two,"2,둘",2,명사,1017,1614,[tú:],"{'example_sentence_eng': 'I have two apples.', 'example_sentence_kor': '나는 사과 두 개 있어요.'}",I have two apples.,나는 사과 두 개 있어요.,TRUE,
초등800,11505,초등,5,type,유형,2,명사,2624,4361,[táip],"{'example_sentence_eng': 'It is a type.', 'example_sentence_kor': '이것은 유형이에요.'}",It is a type.,이것은 유형이에요.,TRUE,
초등800,11506,초등,5,type,"타자 치다,입력하다",1,동사,12591,17401,[táip],"{'example_sentence_eng': 'I type on the phone.', 'example_sentence_kor': '나는 전화로 타자 쳐요.'}",I type on the phone.,나는 전화로 타자 쳐요.,TRUE,
초등800,11507,초등,5,type,활자,2,명사,12986,18881,[táip],"{'example_sentence_eng': 'The type is on paper.', 'example_sentence_kor': '활자가 종이에 있어요.'}",The type is on paper.,활자가 종이에 있어요.,TRUE,
초등800,11508,초6,4,ugly,못생긴,3,형용사,4628,7840,[ʌ́gli],"{'example_sentence_eng': 'The ugly frog hops.', 'example_sentence_kor': '못생긴 개구리가 뛰어요.'}",The ugly frog hops.,못생긴 개구리가 뛰어요.,TRUE,
초등800,11509,초6,4,ugly,"불쾌한,볼품없는",3,형용사,8259,31335,[ʌ́gli],"{'example_sentence_eng': 'This doll is ugly.', 'example_sentence_kor': '이 인형은 볼품없어요~요'}",This doll is ugly.,이 인형은 볼품없어요~요,TRUE,
초등800,11510,초3,1,umbrella,우산,2,명사,2518,4177,[ʌmbrélə],"{'example_sentence_eng': 'I hold the umbrella.', 'example_sentence_kor': '나는 우산을 들어요.'}",I hold the umbrella.,나는 우산을 들어요.,TRUE,
초등800,11511,초4,2,uncle,"삼촌,이모부",2,명사,5115,3560,[ʌ́ŋkl],"{'example_sentence_eng': 'I love my uncle.', 'example_sentence_kor': '난 삼촌을 사랑해요.'}",I love my uncle.,난 삼촌을 사랑해요.,TRUE,
초등800,11512,초4,2,under,아래에,6,전치사,2150,3539,[ʌ́ndər],"{'example_sentence_eng': 'The book is under chair.', 'example_sentence_kor': '책이 의자 아래에 있어요.'}",The book is under chair.,책이 의자 아래에 있어요.,TRUE,
초등800,11513,초4,2,under,~중인,6,전치사,6263,25134,[ʌ́ndər],"{'example_sentence_eng': 'He is under the tree.', 'example_sentence_kor': '그는 나무 아래에 있어요.'}",He is under the tree.,그는 나무 아래에 있어요.,TRUE,
초등800,11514,초등,5,understand,이해하다,1,동사,2767,4588,[ʌ̀ndərstǽnd],"{'example_sentence_eng': 'I understand your words.', 'example_sentence_kor': '네 말을 이해해요.'}",I understand your words.,네 말을 이해해요.,TRUE,
초등800,11515,초3,1,up,위로,6,전치사,10703,4269,[ʌ́p],"{'example_sentence_eng': 'Look up at the sky.', 'example_sentence_kor': '하늘을 올려다봐요.'}",Look up at the sky.,하늘을 올려다봐요.,TRUE,
초등800,11516,초3,1,use,"용도,쓰임새",2,명사,1706,25844,[júz],"{'example_sentence_eng': 'The use is simple.', 'example_sentence_kor': '용도가 간단해요.'}",The use is simple.,용도가 간단해요.,TRUE,
초등800,11517,초등,5,usual,평소의,3,형용사,3684,6098,[jú:ʒuəl; jú:ʒwəl],"{'example_sentence_eng': 'My usual game is fun.', 'example_sentence_kor': '평소의 게임이 재미있어요.'}",My usual game is fun.,평소의 게임이 재미있어요.,TRUE,
초등800,11518,초3,1,vegetable,"채소,야채",2,명사,3385,5639,[védʒətəbl],"{'example_sentence_eng': 'I eat a vegetable.', 'example_sentence_kor': '나는 채소 먹어요.'}",I eat a vegetable.,나는 채소 먹어요.,TRUE,
초등800,11519,초3,1,very,매우,4,부사,1144,1843,[véri],"{'example_sentence_eng': 'I am very happy.', 'example_sentence_kor': '저는 매우 행복해요.'}",I am very happy.,저는 매우 행복해요.,TRUE,
초등800,11520,초3,1,very,바로 그,4,부사,7628,25846,[véri],"{'example_sentence_eng': 'That is very fun.', 'example_sentence_kor': '바로 그게 즐거워요.'}",That is very fun.,바로 그게 즐거워요.,TRUE,
초등800,11521,초4,2,video,비디오,2,명사,14697,9751,[vídiòu],"{'example_sentence_eng': 'I watch a video.', 'example_sentence_kor': '나는 비디오를 봐요.'}",I watch a video.,나는 비디오를 봐요.,TRUE,
초등800,11522,초4,2,video,영상,2,명사,8634,17596,[vídiòu],"{'example_sentence_eng': 'I watch a video.', 'example_sentence_kor': '나는 영상을 봐요.'}",I watch a video.,나는 영상을 봐요.,TRUE,
초등800,11523,초3,1,violin,바이올린,2,명사,1338,2154,[vàiəlín],"{'example_sentence_eng': 'I play the violin.', 'example_sentence_kor': '나는 바이올린을 연주해요.'}",I play the violin.,나는 바이올린을 연주해요.,TRUE,
초등800,11524,초5,3,visit,방문하다,1,동사,10659,2241,[vízit],"{'example_sentence_eng': 'I visit my friend.', 'example_sentence_kor': '나는 친구를 방문해요.'}",I visit my friend.,나는 친구를 방문해요.,TRUE,
초등800,11525,초6,4,voice,목소리,2,명사,2292,1958,[vɔ́is],"{'example_sentence_eng': 'I hear your voice.', 'example_sentence_kor': '나는 네 목소리 들어요.'}",I hear your voice.,나는 네 목소리 들어요.,TRUE,
초등800,11526,초6,4,voice,의견을 표현하다,1,동사,8218,25164,[vɔ́is],"{'example_sentence_eng': 'I voice my opinion.', 'example_sentence_kor': '나는 내 의견을 표현해요.'}",I voice my opinion.,나는 내 의견을 표현해요.,TRUE,
초등800,11527,초4,2,wait,기다리다,1,동사,10620,928,[wéit],"{'example_sentence_eng': 'Please wait here.', 'example_sentence_kor': '여기서 기다리세요~요.'}",Please wait here.,여기서 기다리세요~요.,TRUE,
초등800,11528,초3,1,wake,(잠에서) 깨다,1,동사,10623,1027,[wéik],"{'example_sentence_eng': 'I wake from sleep.', 'example_sentence_kor': '나는 잠에서 깨요.'}",I wake from sleep.,나는 잠에서 깨요.,TRUE,
초등800,11529,초3,1,walk,"걷다,산책시키다",1,동사,220,333,[wɔ́:k],"{'example_sentence_eng': 'I walk my dog.', 'example_sentence_kor': '나는 강아지를 산책시켜요.'}",I walk my dog.,나는 강아지를 산책시켜요.,TRUE,
초등800,11530,초3,1,walk,산책로,2,명사,12296,18115,[wɔ́:k],"{'example_sentence_eng': 'The walk is fun.', 'example_sentence_kor': '산책로가 재미있어요.'}",The walk is fun.,산책로가 재미있어요.,TRUE,
초등800,11531,초3,1,walk,산책시키다,1,동사,9280,18905,[wɔ:k],"{'example_sentence_eng': 'Mom walks my dog.', 'example_sentence_kor': '엄마가 개를 산책시켜요.'}",Mom walks my dog.,엄마가 개를 산책시켜요.,TRUE,
초등800,11532,초3,1,walk,바래다주다,1,동사,14833,21660,[wɔ́:k],"{'example_sentence_eng': 'I walk my friend home.', 'example_sentence_kor': '친구를 집까지 바래다줘요.'}",I walk my friend home.,친구를 집까지 바래다줘요.,TRUE,
초등800,11533,초4,2,wall,벽,2,명사,1455,2356,[wɔ́:l],"{'example_sentence_eng': 'The wall is red.', 'example_sentence_kor': '벽이 빨개요.'}",The wall is red.,벽이 빨개요.,TRUE,
초등800,11534,초4,2,want,원하다,1,동사,10702,4259,[wɔ́:nt; wánt],"{'example_sentence_eng': 'I want a toy.', 'example_sentence_kor': '나는 장난감을 원해요.'}",I want a toy.,나는 장난감을 원해요.,TRUE,
초등800,11535,초등,5,war,전쟁,2,명사,8089,4996,[wɔ́:r],"{'example_sentence_eng': 'War makes children sad.', 'example_sentence_kor': '전쟁이 아이들을 슬프게 해요.'}",War makes children sad.,전쟁이 아이들을 슬프게 해요.,TRUE,
초등800,11536,초4,2,warm,따뜻한,3,형용사,1042,1657,[wɔ́:rm],"{'example_sentence_eng': 'The soup is warm.', 'example_sentence_kor': '수프가 따뜻해요.'}",The soup is warm.,수프가 따뜻해요.,TRUE,
