example_english,example_korean
I pair my red socks with blue socks.,나는 빨간 양말과 파란 양말을 짝지어요.
I found a pair of blue socks today.,나는 한 쌍의 파란 양말을 찾았어요.
We always take a short pause at lunch.,우리는 항상 점심때 짧은 중지를 해요.
I always pause my game during lunch break.,나는 점심시간에 항상 게임을 중지해요.
We planned a fun picnic with many friends.,우리는 친구들과 재미있는 소풍을 계획했어요.
They picnic happily in the big sunny park.,그들은 큰 햇살 공원에서 행복하게 소풍가요.
I plant a bright flower in my garden.,나는 정원에 밝은 꽃을 심어요.
My plant grows with water and sun daily.,내 식물이 매일 물과 햇빛을 받고 자라요.
I saw a cute post on Instagram today.,오늘 인스타그램에서 귀여운 게시글을 봤어요.
I always post new ideas on our webpage.,저는 항상 우리 웹페이지에 새 아이디어를 게시해요.
She is a potential leader in our school.,그녀는 우리 학교에서 잠재적인 지도자예요.
The student shows strong potential in art class.,학생은 미술 수업에서 큰 잠재력을 보여요.
Daily practice builds strong skills in every student.,매일 연습하면 모든 학생들의 실력이 늘어요.
I practice soccer skills every day after school.,나는 학교 후 매일 축구 기술을 연습해요.
Please press the blue button to start now.,파란 버튼을 눌러서 지금 시작해요.
The press on the button is very easy.,버튼 누르기는 아주 쉬워요.
Every process of learning needs a clear plan.,모든 학습 과정은 명확한 계획이 필요해요.
They process the orders in a timely manner.,그들은 주문을 제때 처리해요.
I made a sincere promise to my friend.,나는 친구에게 진실한 약속을 했어요.
I promise to help my friend every day.,나는 매일 친구를 도와줄 것을 약속해요.
They built a new public park near school.,그들은 학교 근처에 새 공공의 공원을 만들었어요.
The friendly public happily cheers during the concert.,친절한 대중이 콘서트 중에 기분 좋게 응원해요.
I purchase a small toy from the store.,나는 작은 장난감을 가게에서 구입해요.
She made a purchase at the toy shop.,그녀는 장난감 가게에서 구입했어요.
I made an easy purchase at the store.,나는 가게에서 쉬운 구입을 했어요.
I want to purchase a small toy today.,저는 오늘 작은 장난감을 구입할 거예요.
The shop owner quickly provided a proper quote.,가게 주인이 빠르게 견적을 제공해요.
They will quote an amount for their work.,그들은 그들의 일에 대한 금액을 견적 낼 거예요.
I always keep a record of my notes.,나는 항상 내 노트를 기록해요.
I keep my record in a small notebook.,나는 작은 노트에 내 기록을 보관해요.
I carefully record every fun moment in class.,나는 수업 시간에 모든 즐거운 순간들을 신중하게 기록해요.
I record my favorite song every single day.,나는 매일 좋아하는 노래를 녹음해요.
I write my full name in the register.,저는 오늘 제 전체 이름을 반드시 등록에 써요.
Students register online for the annual school event.,학생들은 연례 학교 행사에 온라인으로 등록하세요.
The kind man will release the cat now.,친절한 남자가 지금 고양이를 풀어줄 거예요.
My favorite album release will come next month.,내가 좋아하는 앨범 발매는 다음 달이에요.
The new movie release is scheduled for July.,새 영화 개봉은 7월에 예정되어 있어요.
The prisoner got a full release from jail.,죄수는 감옥에서 완전 석방되었어요.
They plan to release a new song today.,그들은 오늘 새로운 노래를 발매해요.
The new movie will release next Friday night.,새로운 영화가 다음 금요일 밤에 개봉해요.
His short remark made me smile all day.,그의 짧은 발언이 하루 종일 나를 웃게 했어요.
He always remarks kind words in class daily.,그는 항상 교실에서 친절한 말을 발언해요.
The bike rent costs only five dollars today.,자전거 대여 요금은 오늘 단지 다섯 달러에요.
Sometimes we rent a new bike for fun.,가끔 우리는 재미로 새 자전거를 대여해요.
The bicycle repair took extra time this morning.,자전거 수리는 오늘 아침에 오래 걸렸어요.
My father can repair our broken car quickly.,아버지가 우리 고장난 차를 빠르게 수리해요.
I must reply quickly to my teacher today.,저는 오늘 선생님께 빠르게 대답해요.
I got a reply from my teacher today.,오늘 선생님께서 대답해 주셨어요.
I made a kind request for your help.,나는 너의 도움을 위해 친절한 요청을 했어요.
I request a new pen from my teacher.,나는 선생님께 새 펜을 요청해요.
We carry out research for our class project.,우리는 학급 프로젝트를 위해 연구를 해요.
We research our class project every single day.,우리는 매일 우리 반 프로젝트를 조사해요.
My teacher always earns respect with a smile.,제 선생님은 미소로 존경을 받아요.
We truly respect heroes for their hard work.,우리는 영웅들을 진심으로 존경해요.
"After school, I always take a brief rest.",방과 후에 나는 항상 짧은 휴식을 취해요.
I rest well after playing with my dog.,나는 강아지와 놀고 나서 잘 쉬어요.
I always review my class notes each morning.,나는 항상 수업 노트를 매일 아침 복습해요.
I carefully review the new book every day.,나는 조심스럽게 새로운 책을 비평해요.
I read a short review about the book.,저는 그 책에 대한 짧은 서평을 읽었어요.
The teacher wrote a very clear review today.,선생님이 오늘 아주 명확한 비평을 했어요.
I ride my new bike every sunny day.,나는 매일 화창한 날 새 자전거를 타요.
My fun ride takes me to school today.,내 재미있는 타기가 오늘 학교에 데려다 줘요.
A red balloon can quickly rise above houses.,빨간 풍선은 집 위로 빠르게 오를 수 있어요.
There is a rise in the water level.,물 높이의 증가가 있어요.
The loud scream  suddenly scared the small cat.,큰 비명이  갑자기 작은 고양이를 놀라게 했어요.
I always scream loudly when I see snakes.,나는 뱀을 보면 항상 크게 비명을 질러요.
My friend did a quick search for books.,내 친구가 책을 위한 빠른 검색을 했어요.
I search my phone for a lost file.,나는 핸드폰으로 잃어버린 파일을 검색해요.
My senior student always works hard in class.,저의 마지막 학년 학생은 항상 수업에 열심히 참여해요.
My cousin is now  a senior college student.,내 사촌은 지금 4학년생이에요.
My best friend is a senior high student.,내 가장 친한 친구는 마지막 학년 학생이에요.
The senior student always studies hard at school.,그 4학년생은 항상 학교에서 열심히 공부해요.
I always sense a strange sound at night.,나는 항상 밤에 이상한 소리를 느껴요.
I always trust my sense to guide me.,나는 항상 내 감각을 믿어 길을 안내해요.
Please separate all colored papers into two piles.,모든 색종이를 두 묶음으로 분리해요.
The two houses have separate small green porches.,두 집은 분리된 작은 초록색 현관이 있어요.
Big trees shake in the strong wind today.,큰 나무들이 오늘 강한 바람에 흔들려요.
The sudden shake of the boat surprised everyone.,보트의 갑작스런 흔들림이 모두 놀랐어요.
Water simply turns into a solid when frozen.,물이 얼면 고체가 돼요.
Ice is always a solid form of water.,얼음은 항상 물의 고체 형태예요.
The small pond is still and quiet now.,작은 연못은 지금 잠잠하고 조용해요.
"It is cold, still we wear our coats.","날씨가 추워요, 그런데도 우리는 코트를 입어요."
Extra homework can stress you out every day.,추가 숙제는 매일 너에게 스트레스를 줄 수 있어요.
Difficult school tasks often cause stress for kids.,어려운 학교 과제가 학생들에게 압박을 줘요.
My homework always causes a little stress today.,내 숙제는 오늘 약간의 스트레스를 줘요.
Parents stress their children to study very hard.,부모님은 자녀들에게 매우 열심히 공부하라고 압박해요.
The school always has a supply of pencils.,학교는 항상 연필을 공급해요.
Local stores supply fresh water daily for families.,지역 상점이 매일 가족들에게 신선한 물을 공급해요.
My friend gives constant support to me daily.,내 친구는 나에게 매일 지원을 줘요.
My kind parents always support me very much.,나의 다정한 부모님이 항상 저를 지원해요.
The smooth surface of the table is shiny.,테이블의 표면은 반짝반짝해요.
Air bubbles always surface softly through the water.,공기 방울은 항상 수면으로 올라와요.
The police officer caught the suspect near home.,경찰관이 집 근처에서 용의자를 잡았어요.
I suspect that Kevin is doing something wrong.,나는 케빈이 뭔가 잘못하고 있다고 의심해요.
I enjoy candy because it has sweet flavor.,나는 사탕을 좋아해요 단 맛이 있기 때문이에요.
I really enjoy the delicious sweet after dinner.,나는 저녁 후에 정말 맛있는 단맛을 즐겨요.
My mom makes a very sweet apple pie.,엄마가 아주 달콤한 사과파이를 만드세요.
My lemonade is very sweet during summer days.,내 레모네이드는 여름 날에 매우 단맛이에요.
The switch makes my room change color fast.,스위치가 내 방의 색을 빨리 전환해요.
You can quickly switch seats with your friend.,친구와 자리를 빠르게 전환할 수 있어요.
She taps the desk very lightly during class.,수업 시간에 그녀가 책상을 톡톡 두드려요.
I quickly turned on the tap to wash.,저는 빨리 수도꼭지를 틀어 씻었어요.
The government taxes people to build new roads.,정부는 새 도로를 위해 사람들에게 세금을 부과해요.
People must pay tax for better public services.,사람들은 더 나은 공공 서비스를 위해 세금을 내야 해요.
I sometimes tear up during very sad movies.,나는 때때로 매우 슬픈 영화에서 눈물을 흘려요.
She shed one small tear during the movie.,영화 보는 동안 그녀는 작은 눈물을 흘렸어요.
I read a text message on my phone.,나는 내 휴대폰으로 문자 메시지를 읽어요.
I always text my dear friend after school.,저는 항상 제 친구에게 학교 끝나고 문자를 보내요.
The car drove slowly through the dark tunnel.,자동차가 어두운 터널을 천천히 통과했어요.
The boy runs through the park in summer.,소년이 여름에 공원을 통하여 달려요.
We will dance till the night is over.,우리는 밤이 끝날 때까지 춤출 거예요.
I always wait till the sun goes down.,나는 항상 해가 질 때까지 기다려요.
I title my drawing with a neat name.,나는 내 그림에 깔끔한 제목을 붙여요.
The new book has a very cool title.,새로운 책은 매우 멋진 제목이 있어요.
My family happily enjoyed a guided tour today.,우리 가족은 오늘 즐겁게 여행했어요.
They often tour famous places during summer vacation.,그들은 종종 여름 방학 동안 유명한 장소들을 여행해요.
The brave transfer always defends his noble land.,용감한 전사는 항상 고귀한 땅을 지켜요.
Tom will soon transfer to a new school.,톰은 곧 새로운 학교로 전사할 거예요.
I always treat my friends nicely with care.,나는 항상 친구들을 친절하게 대해요.
My teacher gives me a sweet treat today.,선생님이 오늘 저에게 맛있는 대접을 해요.
Good parents always build trust in their children.,착한 부모님은 항상 아이들에게 신뢰를 쌓아요.
I always trust my father for good advice.,나는 항상 아빠를 신뢰해요.
My best friend has a cute twin sister.,내 가장 친한 친구는 귀여운 쌍둥이 여동생이 있어요.
My twin brother always helps me in school.,제 쌍둥이 형은 항상 학교에서 저를 도와줘요.
We play outside until our school ends today.,우리 학교가 오늘 끝날 때까지 밖에서 놀아요.
I often wait until the school bell rings.,나는 학교 종이 울릴 때까지 자주 기다려요.
She has good vision and strong future ideas.,그녀는 좋은 시력과 미래상을 가지고 있어요.
My friend is a dedicated volunteer at school.,내 친구는 학교에서 자원봉사해요.
She likes to volunteer at the animal shelter.,그녀는 동물 보호소에서 자원봉사해요.
We go to school to cast a vote.,우리는 학교에 가서 투표해요.
Every student must vote on the election day.,모든 학생은 선거일에 투표해야 해요.
Do not waste your time on small things.,작은 일에 시간을 낭비하지 마세요.
Do not throw waste carelessly on the street.,길거리에 쓰레기를 함부로 버리지 마세요.
Kids wave bright hello to every good friend.,아이들은 밝은 인사를 전하며 손을 흔들어요.
The big wave is strong at the beach.,해변에서 큰 파도가 강해요.
The night sky fills me with pure wonder.,밤하늘이 나를 순수한 경이로 채워요.
I see a wonder castle near our school.,나는 우리 학교 근처에서 경이로운 성을 봐요.
She used a green wrap for the gift.,그녀는 선물에 초록색 포장지를 사용했어요.
I wrap the lovely gift for her today.,나는 오늘 그녀에게 예쁜 선물을 포장해요.
I see a friendly dog near the park.,나는 공원 근처에서 친근한 개를 봐요.
My brother seems a bit tired after work.,내 동생은 일 후에 약간 피곤해요.
She really needs a couple of new shoes.,그녀는 정말 몇 개의 새 신발이 필요해요.
I have a couple of bright red apples.,나는 두 개의 밝은 빨간 사과가 있어요.
I found a couple of kittens in park.,나는 공원에서 두어 개의 새끼 고양이를 찾았어요.
My friend has a few small sweet candies.,내 친구는 몇 개의 작은 달콤한 사탕을 가지고 있어요.
This cake is a kind of sweet dessert.,이 케이크는 달콤한 디저트와 같은 예요.
This toy is a kind of fun game.,이 장난감은 일종의 재미있는 게임이에요.
I need a little help on my homework.,나는 숙제에 조금의 도움이 필요해요.
My friend always eats a lot of apples.,내 친구는 항상 많은 사과를 먹어요.
My room always has a lot of toys.,제 방에는 항상 많은 장난감이 있어요.
I ate a piece of sweet cake today.,저는 오늘 달콤한 케이크 한 조각을 먹었어요.
I watched a series of very fun cartoons.,나는 매우 재미있는 만화를 연속해서 봤어요.
He always buys a variety of tasty apples.,그는 항상 다양한 맛있는 사과를 사요.
I study math at eight a.m. every day.,나는 매일 오전 8시에 수학을 공부해요.
My ability helps me learn English every day.,나의 능력이 매일 영어 공부를 도와줘요.
Passengers climbed aboard the train to go home.,승객들이 기차에 탑승하여 집에 가요.
My small dog is about ten years old.,내 작은 강아지는 대략 열 살이에요.
We read a nice book about many animals.,우리는 많은 동물에 대하여 멋진 책을 읽었어요.
The small cat sat above the garden shed.,작은 고양이가 정원의 오두막 위에 앉았어요.
My cousin works abroad in a big city.,내 사촌은 외국의 큰 도시에서 일해요.
My friend was absent from our class today.,내 친구는 오늘 수업에 결석했어요.
He always seems absent during the boring class.,그는 지루한 수업 시간에 멍해 보여요.
My friend absolutely enjoys playing with cute puppies.,내 친구는 당연히 귀여운 강아지와 노는 것을 즐겨요.
I absolutely love playing soccer with my friends.,나는 친구들과 축구하는 것을 완전히 좋아해요.
I absolutely want to visit a nice museum.,나는 틀림없이 멋진 박물관을 방문하고 싶어요.
I absolutely do not eat broccoli at lunch.,저는 점심 때 브로콜리를 전혀 먹지 않아요.
The modern museum entrance is accessible to all.,현대 박물관 입구는 모두가 접근하기 쉬워요.
The park is accessible to everyone in town.,그 공원은 모두가 접근할 수 있어요.
My extra photo now is an accidental bonus.,내 추가 사진은 지금 부수적인 보너스예요.
I had an accidental meeting with my friend.,나는 친구와 우연한 만남을 가졌어요.
I accidentally dropped my pencil on the floor.,나는 우연히 연필을 바닥에 떨어뜨렸어요.
"According to the map, they always find treasure.",지도에 따르면 그들은 항상 보물을 찾아요.
The small shop is across the busy street.,작은 가게는 바쁜 길 맞은편에 있어요.
The bank is across from the post office.,은행은 우체국의 맞은편에 있어요.
He can act on stage in a play.,그는 무대에서 연기할 수 있어요.
I act very happy when I feel sad.,나는 슬플 때 아주 행복한 척해요.
The judge acts to decide who is right.,판사는 누가 옳은지 판결을 내려요.
A new act greatly changed local community rules.,새로운 법령이 우리 동네 규칙을 크게 바꿨어요.
The act in the play was very funny.,연극의 막은 매우 재미있어요.
She takes simple action to help others daily.,그녀는 매일 다른 사람을 돕기 위해 행동해요.
The active child plays happily in the park.,활동적인 아이가 공원에서 즐겁게 놀아요.
The active dog calmly runs towards his ball.,적극적인 강아지가 공으로 차분하게 달려요.
"At school, students often enjoy outdoor fun activity.",학교에서 학생들이 종종 야외 즐거운 활동을 해요.
The actor is in a fun movie scene.,그 배우는 재미있는 영화 장면에 있어요.
The famous actress appeared on the big stage.,유명한 여배우가 오늘 큰 무대에서 정말 멋지게 연기했어요.
He actually made the cake for his family.,그는 실제으로 가족을 위해 케이크를 만들었어요.
I saw a funny ad on TV today.,나는 오늘 TV에서 재미있는 광고를 봤어요.
Please add two sweet apples to my cake.,제 케이크에 달콤한 사과 두 개를 추가해요.
They gently add extra sugar to the cake.,그들은 케이크에 설탕을 더해요.
Numbers add up to form a total sum.,숫자들이 합산되어 총합이 돼요.
Her reasons add up to a true story.,그녀의 이유는 진짜 이야기로 이치에 맞아요.
My favorite books add up on the table.,내가 좋아하는 책들이 탁자 위에 쌓여 있어요.
Their scores add up to a high grade.,그들의 점수는 결국 높은 성적이 돼요.
Addiction is a serious issue for many people.,중독은 많은 사람들에게 심각한 문제예요.
He always asked for additional pencils every day.,그는 매일 부가적인 연필을 요청해요.
I will address my favorite teacher before school.,나는 학교 전에 좋아하는 선생님에게 말을 걸어요.
We address all problems in our class daily.,우리 반 모든 문제를 매일 다루어요.
Please address the difficult homework assignment carefully today.,어려운 숙제 과제를 오늘 꼭 신중히 검토해 주세요요.
I gave my teacher our address last week.,나는 지난주에 선생님께 우리 주소를 줬어요.
A nice leader gave a good address today.,멋진 지도자가 오늘 좋은 연설을 했어요.
The kind adult always helps others every day.,친절한 어른은 항상 다른 사람을 도와요.
Tom is an adventurer on a wild trip.,"톰은 모험가예요, 신나는 여행을 해요."
The adventurous boy happily explores a dark cave.,모험심이 강한 소년이 신나게 어두운 동굴을 탐험해요.
I saw a colorful advertisement on my phone.,나는 내 폰에서 화려한 광고를 봤어요.
We often see advertising at the bus stop.,우리는 버스 정류장에서 자주 광고를 봐요.
My sister is really afraid of dark nights.,제 언니는 어두운 밤을 두려워해요.
We will play football after our class ends.,우리 반 수업이 끝난 후에 축구를 해요.
I eat dinner after a hard day's work.,하루 종일 열심히 일하고 나서 저녁을 먹어요.
She achieved great success after all her efforts.,그녀는 결국 모든 노력 덕분에 큰 성공을 거뒀어요.
We usually go for a walk after dinner.,우리는 보통 저녁 식사 후에 산책해요.
I play games after school with my friend.,저는 방과 후에 친구와 게임해요.
I always read a book in the afternoon.,나는 항상 오후에 책을 읽어요.
"I finished class, afterwards I played football outside.","수업이 끝난 후, 그 뒤에 밖에서 축구를 했어요."
She happily read the book again after lunch.,그녀는 점심 후에 책을 다시 읽었어요.
They carefully voted against the new school rule.,그들은 새 학교 규칙에 반대하여 투표했어요.
He often speaks against unfair rules in school.,그는 종종 학교에서 불공평한 규칙에 반대해요.
We prepare against storms by installing strong windows.,우리는 폭풍에 대비하여 튼튼한 창문을 설치해요.
We placed a flag against a bright wall.,우리는 밝은 벽을 배경으로 깃발을 걸었어요.
Strong sunlight quickly ages our fragile skin daily.,강한 햇빛이 우리 연약한 피부를 빠르게 노화시키아요.
Your age makes this modern era more interesting.,너의 나이가 이 현대 시대를 더 흥미롭게 해요.
The modern age gives hope and fun ideas.,현대 시대는 희망과 재미있는 아이디어를 줘요.
I visited my kind grandma two days ago.,저는 이틀 전에 친절한 할머니를 방문했어요.
We always agree to finish our homework soon.,우리는 항상 숙제를 빨리 끝내기로 동의해요.
Lucy quickly walked ahead to catch the bus.,루시는 버스를 타기 위해 빨리 앞으로 걸었어요.
She walked quickly ahead of everyone in line.,그녀는 모두보다 앞에 빨리 걸었어요.
The TV station airs cartoons every Saturday morning.,TV 방송국은 토요일 아침마다 만화를 방송해요.
The room has a really happy air today.,방 안에 정말 행복한 느낌이 있어요.
We breathe fresh air during every bright morning.,우리는 매일 아침 맑은 공기를 들이마셔요.
My air conditioner cools our home when hot.,내 에어컨이 우리 집을 시원하게 해요.
My new album holds many happy family photos.,내 새 앨범에는 가족 사진이 많이 있어요~요.
A bell alerts everyone when danger is near.,종은 위험이 가까울 때 모두에게 경보를 알리어요.
The alert bell sounds loudly for our safety.,경보 종은 우리 안전을 위해 항상 크게 울려요.
The school alert warns us of fire danger.,학교 경보는 불의 위험을 알려요.
A system alert always gives a clear warning.,시스템 경보는 항상 명확한 경고를 줘요.
The student is always alert during math class.,학생은 수학 시간에 항상 재빠르게 행동해요.
The alert dog quickly hears a quiet sound.,경계하는 개가 조용한 소리를 빨리 들어요.
The two twins look exactly alike every day.,두 쌍둥이는 매일 똑같이 보여요.
The twins are always alike in every way.,쌍둥이는 모든 점에서 항상 똑같은 모습이에요.
All little birds fly over the blue sky.,모든 작은 새들이 파란 하늘을 날아요.
Tom is an all around good soccer player.,톰은 다재다능한 좋은 축구 선수예요.
The trees are green all around our park.,우리 공원 사방에 나무들이 있어요.
I read books all day long at home.,나는 집에서 하루 종일 책을 읽어요.
"All of a sudden, it started to rain.",갑자기 비가 오기 시작했어요.
I am all right after a long walk.,긴 산책 후에 나는 괜찮아요.
"We smile happily, all the more with friends.","우리는 친구와 함께 웃어요, 더욱더 즐거워요."
He practices piano all the time after school.,그는 학교 후에 피아노를 항상 연습해요.
My little sister plays outside all the time.,내 작은 여동생은 항상 밖에서 놀아요.
They play sports all year round during breaks.,그들은 쉬는 동안 일년 내내 운동해요.
My new all-in-one backpack always holds all books.,내 새로운 일체형 백팩은 항상 모든 책을 담아요.
Always use your allowance when you pay tax.,세금을 낼 때는 항상 공제액을 사용하세요.
My mom always gives me a weekly allowance.,엄마는 항상 매주 용돈을 주어요.
My teacher always shows allowance for late homework.,저의 선생님은 늦은 숙제를 참작해요.
My teacher gave me an allowance to play.,선생님이 나에게 놀 수 있는 허가를 주었어요.
My phone has an allowance for data usage.,내 폰은 데이터 사용 허용량이 있어요.
I drink almond milk with my morning cereal.,나는 아침 시리얼과 함께 아몬드 우유를 마셔요.
Almost all students really enjoyed the sunny day.,거의 모든 학생들이 정말 맑은 날을 즐겼어요.
I always walk along with my best friend.,저는 항상 제일 좋은 친구와 함께 걸어요.
We walked along the long sandy beach today.,우리는 긴 모래 해변을 따라서 걸었어요.
He stood alongside his best friend at school.,그는 학교에서 가장 친한 친구 옆에 서 있었어요.
I already finished my math homework at school.,저는 이미 학교에서 수학 숙제를 끝냈어요.
My little sister also likes drawing with crayons.,내 여동생도 역시 크레용으로 그림 그리는 것을 좋아해요.
Tom always brings a lovely gift on birthdays.,톰은 언제나 생일에 멋진 선물을 가져와요.
My little sister always reads books in class.,내 작은 여동생은 항상 학교 수업에서 책을 읽어요.
This amazing movie always makes us feel joyful.,이 놀라운 영화는 항상 우리를 기쁘게 해요.
The dog ran amazingly fast in the park.,개가 공원에서 놀랍게도 빠르게 달렸어요.
She sings amazingly well in our school concert.,그녀는 학교 콘서트에서 놀랄 만큼 잘 노래해요.
The ambassador proudly speaks for our country today.,대사는 오늘 우리 나라를 잘 대표해요.
Many people really love America for its freedom.,많은 사람들이 미국의 자유를 정말 사랑해요.
My friend enjoys American music on rainy days.,내 친구는 비 오는 날 미국 음악을 즐겨요.
The fun park offers great amusement for everyone.,신나는 놀이공원은 모두에게 재미를 줘요.
We enjoyed fun rides at the amusement park.,우리는 놀이공원에서 재밌는 놀이기구를 탔어요~요
My dog finds amusing tricks every sunny day.,내 강아지는 매일 재미있는 묘기를 찾아요.
The clever analyst studies many graphs every day.,똑똑한 분석가가 매일 많은 그래프를 공부해요.
Students uually analyze data to find a solution.,학생들은 보통 데이터를 분석하여 해결책을 찾아요.
The boat dropped an anchor into the sea.,배는 닻을 바다에 내렸어요.
The famous anchor presents the news on TV.,유명한 뉴스 진행자가 TV에서 뉴스를 진행해요.
The ancient castle stands near the big river.,고대의 성은 큰 강 근처에 서 있어요.
My friend and I always eat tasty fruits.,내 친구와 저는 항상 맛있는 과일을 먹어요.
"We learn reading, writing, and so on daily.","우리는 매일 읽기, 쓰기, 기타 등등을 배워요."
I view the art from a new angle.,나는 새로운 시각으로 그림을 봐요.
My little sister is always angry about homework.,우리 여동생은 항상 숙제 때문에 화가 나요.
The small animal is sleeping under the tree.,작은 동물이 나무 아래에서 자고 있어요.
The animated cat jumped happily over the fence.,활기찬 고양이가 담을 넘어 뛰었어요~요
My animated movie is very fun and cool.,내 만화로 된 영화는 매우 재미있고 멋있어요.
My friend and I watched an animated movie.,친구와 나는 만화 영화를 봤어요.
Her cheerful smile adds extra animation to life.,그녀의 즐거운 미소는 인생에 생기를 더해요.
Kids enjoy a colorful animation during school time.,아이들이 학교 시간에 알록달록한 애니메이션을 즐겨요.
The new animation movie is very fun today.,새로운 만화 영화는 오늘 매우 재미있어요.
The talented animator creates fun cartoon movies daily.,재능 있는 애니메이터는 매일 재미있는 만화영화를 만들어요.
The teacher gave an important school announcement today.,선생님이 오늘 중요한 학교 공지를 발표했어요.
The happy announcer read the clear news today.,행복한 아나운서가 오늘 명확한 뉴스를 읽었어요.
He was very annoyed by the noisy room.,그는 시끄러운 방에 짜증이 났어요.
He quickly found another book on his shelf.,그는 빨리 또 다른 책을 선반에서 찾았어요.
Please quickly answer the simple question in class.,제발 수업 시간에 간단한 질문에 빠르게 대답해요.
I will find the best answer for you.,저는 당신을 위해 최고의 답을 찾을게요.
Many explorers visit Antarctica to view cold ice.,많은 탐험가들이 남극 대륙을 방문하여 차가운 얼음을 봐요.
We saw an antique statue in our park.,우리 공원에서 고대의 조각상을 봤어요.
