fill_in_blank_quiz,korean_translation,answer,hint_eng,hint_kor
"During the celebration, the sudden ___ made everyone gasp.","축하하는 자리에서, 갑작스러운 [[놀라움]]에 모두가 숨을 멈췄어요.",surprise,Rearrange these letters!: P R U S I S E R,다음 글자들을 재배열 해보세요!: P R U S I S E R
The birthday party was a ______ that everyone enjoyed.,생일 파티는 모두가 즐긴 [[뜻밖의 일]]이었어요.,surprise,Rearrange these letters!: R S U P I R S E,다음 글자들을 재배열 해보세요!: R S U P I R S E
"On a chilly morning, she wore her ___ to keep warm.","쌀쌀한 아침, 그녀는 따뜻하게 입기 위해 [[스웨터]]를 입었어요.",sweater,It has 7 letters!,7글자예요!
Her ___ smile lit up the room.,"그녀의 [[아름다운,상냥한]] 미소가 방을 밝게 했어요.",sweet,Rearrange these letters!: T E E S W,다음 글자들을 재배열 해보세요!: T E E S W
Her ___ smile made the room feel cozy.,그녀의 [[다정]] 미소가 방 안을 따뜻하게 만들었어요.,sweet,It has 5 letters!,5글자예요!
The engineer designed a complex ___ to manage the network.,엔지니어는 네트워크를 관리하기 위한 복잡한 [[시스템]]을 설계했어요.,system,Rearrange these letters!: M Y S T E S,다음 글자들을 재배열 해보세요!: M Y S T E S
The innovative ___ was designed to optimize the urban traffic flow.,혁신적인 [[조직]]은 도시의 교통 흐름을 최적화하도록 설계되었어요.,system,Rearrange these letters!: M S T Y E S,다음 글자들을 재배열 해보세요!: M S T Y E S
The company's new ______ has improved efficiency.,회사의 새로운 ______가 효율성을 높였어요.,system,Rearrange these letters!: M Y S S T E,다음 글자들을 재배열 해보세요!: M Y S S T E
Don't forget to ___ the button to start the game.,게임을 시작하려면 버튼을 [[가볍게 치]]세요.,tap,It has 3 letters!,3글자예요!
The musician will ___ his fingers to the rhythm.,그 음악가는 리듬에 맞춰 [[박자]]를 맞추어요.,tap,It has 3 letters!,3글자예요!
The ___ in the kitchen is leaking water.,부엌의 [[수도 꼭지]]에서 물이 새고 있어요.,tap,Rearrange these letters!: P A T,다음 글자들을 재배열 해보세요!: P A T
She prepared a hot cup of ___ for her guests.,그녀는 손님들을 위해 뜨거운 [[차]]를 준비했어요.,tea,It has 3 letters!,3글자예요!
"Be careful when unwrapping the package, so you do not ___ it.","소포를 풀 때 조심하세요, 그렇지 않으면 [[찢]]어 버릴 수 있어요.",tear,Rearrange these letters!: R E A T,다음 글자들을 재배열 해보세요!: R E A T
She had to ___ the wrapping paper to reveal the gift inside.,그녀는 선물 안을 보기 위해 포장지를 [[찢다]]야만 했어요.,tear,Rearrange these letters!: R E A T,다음 글자들을 재배열 해보세요!: R E A T
The scientist recorded the ___ of the room during the experiment.,실험 동안 방의 ___를 기록했어요.,temperature,Rearrange these letters!: E T U R P A T E M R E,다음 글자들을 재배열 해보세요!: E T U R P A T E M R E
The horror movie was so ______ that many people couldn't sleep afterward.,그 공포 영화는 너무 [[무시무시]]해서 많은 사람들이 잠을 이루지 못했어요.,terrible,Rearrange these letters!: R E B T I R E L,다음 글자들을 재배열 해보세요!: R E B T I R E L
"The weather was ______ during the storm, making travel difficult.",폭풍 속의 날씨는 [[형편없는]] 상황을 만들어서 이동이 어려웠어요.,terrible,Rearrange these letters!: B L E T R I R E,다음 글자들을 재배열 해보세요!: B L E T R I R E
The food tasted ______ after being left out overnight.,"음식이 [[안 좋]]았어요, 하룻밤 내버려둔 후.",terrible,Rearrange these letters!: R B L E R I T E,다음 글자들을 재배열 해보세요!: R B L E R I T E
"The soup tasted ___, so everyone complained about it.","국은 [[맛없는]] 맛이었어요, 그래서 모두 불평했어요.",terrible,It starts with 't'!,t로 시작하는 단어예요!
The professor asked us to carefully read the ___ before class.,교수님께서 수업 전에 [[원문]]을 주의 깊게 읽으라고 하셨어요.,text,Rearrange these letters!: X T E T,다음 글자들을 재배열 해보세요!: X T E T
"I finished my homework, _____ I went out to play.",나는 숙제를 끝내고 [[그때]] 놀러 갔어요.,then,It starts with 't'!,t로 시작하는 단어예요!
"I finished my homework, ___ I went out for a walk.","숙제를 다 끝내고, ___ 나갔어요.",then,It starts with 't'!,t로 시작하는 단어예요!
"I finished dinner, ______ I started my homework.",저는 저녁을 먹은 후에 [[그런 뒤]] 숙제를 시작했어요.,then,Rearrange these letters!: N E T H,다음 글자들을 재배열 해보세요!: N E T H
She spread a ____ layer of frosting over the cake.,그녀는 케이크 위에 [[두꺼운]] 프로스팅 층을 올렸어요.,thick,Rearrange these letters!: K H I T C,다음 글자들을 재배열 해보세요!: K H I T C
The soup was so ___ that it needed extra water.,수프가 너무 ___해서 추가 물이 필요했어요.,thick,It has 5 letters!,5글자예요!
The soup was so ____ that it could not flow freely.,국물이 너무 [[진한]]어서 자유롭게 흐르지 않았어요.,thick,It starts with 't'!,t로 시작하는 단어예요!
The metal sheet was so ___ that it bent easily.,금속판이 너무 [[얇]]아서 쉽게 구부러졌어요.,thin,It has 4 letters!,4글자예요!
"After weeks of dieting, his arms looked extremely ___.",수 주간 다이어트 후 그의 팔이 매우 ___ 것 같았어요.,thin,It has 4 letters!,4글자예요!
The air in the mountains is ___ compared to sea level.,산의 공기는 해수면보다 [[희박]]해요.,thin,Rearrange these letters!: H I N T,다음 글자들을 재배열 해보세요!: H I N T
"After coughing, his ______ felt sore.","기침을 한 후, 그의 [[목구멍]]이 아팠어요.",throat,Rearrange these letters!: R T A T O H,다음 글자들을 재배열 해보세요!: R T A T O H
He walked ___ the tunnel to reach the exit.,그는 터널을 [[사이로]] 지나갔어요.,through,Rearrange these letters!: R H O T U G H,다음 글자들을 재배열 해보세요!: R H O T U G H
"Before the race, he makes sure to ___ his shoelaces.",경주 전에 그는 신발끈을 [[매]]요.,tie,It has 3 letters!,3글자예요!
He wore a ___ with his suit.,그는 정장을 입으면서 [[넥타이]]를 착용했어요.,tie,Rearrange these letters!: E I T,다음 글자들을 재배열 해보세요!: E I T
"After many challenges, their ___ kept them united.","많은 도전 후에도, 그들의 [[유대]]가 그들을 하나로 묶었어요.",tie,It starts with 't'!,t로 시작하는 단어예요!
The game ended in a ___.,경기의 결과는 [[무승부]]였어요.,tie,Rearrange these letters!: E T I,다음 글자들을 재배열 해보세요!: E T I
"To get the last drop of juice, she had to ___ the bottle carefully.","남은 주스를 다 마시려면, 병을 [[기울]]어야 해요.",tip,Rearrange these letters!: P I T,다음 글자들을 재배열 해보세요!: P I T
"During the meeting, she offered a valuable ___ to improve the project.","회의 중에, 그녀는 프로젝트를 개선하기 위해 유용한 [[조언]]을 제공했어요.",tip,It has 3 letters!,3글자예요!
The ___ of the spear was extremely sharp.,창의 [[끝 부분]]은 매우 날카로워요.,tip,It starts with 't'!,t로 시작하는 단어예요!
"After a delicious meal, she left a ___ for the restaurant staff.","맛있는 식사 후에, 그녀는 식당 직원에게 [[팁]]을 남겼어요.",tip,It starts with 't'!,t로 시작하는 단어예요!
The publisher decided to ___ the upcoming novel uniquely.,출판사는 다가오는 소설에 [[제목]]을 붙였어요.,title,Rearrange these letters!: L T E T I,다음 글자들을 재배열 해보세요!: L T E T I
Her ___ was clearly seen on her business card.,그녀의 [[직함]]은 명함에 분명히 적혀 있었어요.,title,It starts with 't'!,t로 시작하는 단어예요!
The snake flicked its ___ to sense the scent of its prey.,뱀은 사냥할 때 [[혀]]를 내밀었어요.,tongue,Rearrange these letters!: O G N T U E,다음 글자들을 재배열 해보세요!: O G N T U E
The mechanic used the ___ to repair the machine.,기계공은 기계를 수리하기 위해 [[도구]]를 사용했어요.,tool,Rearrange these letters!: L O T O,다음 글자들을 재배열 해보세요!: L O T O
The mechanic picked up a ___ to repair the engine.,정비공은 엔진을 수리하기 위해 [[툴]]을 사용했어요.,tool,It has 4 letters!,4글자예요!
"During the meeting, each ___ was discussed in depth.",회의에서 [[주제]]에 대해 깊이 있게 논의했어요.,topic,Rearrange these letters!: I T C O P,다음 글자들을 재배열 해보세요!: I T C O P
"After releasing their new album, the band began their ____.","새 앨범을 발표한 후, 밴드는 [[순회 공연]]을 시작했어요.",tour,Rearrange these letters!: T U R O,다음 글자들을 재배열 해보세요!: T U R O
"After his shower, he used a ___ to dry off.","샤워 후, 그는 몸을 말리기 위해 [[수건]]을 사용했어요.",towel,Rearrange these letters!: W E L T O,다음 글자들을 재배열 해보세요!: W E L T O
The ancient _____ stood high above the city.,옛날의 [[탑]]이 도시 위에 우뚝 서 있었어요.,tower,Rearrange these letters!: W O T R E,다음 글자들을 재배열 해보세요!: W O T R E
Many festivals uphold their ______ by celebrating ancestral customs.,많은 축제들이 조상들의 관습을 기리는 [[전통]]을 지켜요.,tradition,It starts with 't'!,t로 시작하는 단어예요!
"During the concert, the musician played the ______ to add a unique shimmer to the melody.","콘서트에서, 음악가는 멜로디에 특별한 반짝임을 더하기 위해 [[트라이앵글]]을 연주했어요.",triangle,Rearrange these letters!: A E I G L N R T,다음 글자들을 재배열 해보세요!: A E I G L N R T
"In geometry class, the student learned that a ___ has three angles.","기하학 시간에, 학생은 [[삼각형]]이 세 개의 각을 가진 도형임을 배웠어요.",triangle,Rearrange these letters!: G I L T A R N E,다음 글자들을 재배열 해보세요!: G I L T A R N E
He attempted to ___ his rival during the competition.,그는 대회 동안 라이벌을 ___ 했어요.,trick,"Rearrange these letters!: R, I, C, T, K","다음 글자들을 재배열 해보세요!: R, I, C, T, K"
The magician performed a ___ during his show.,마술사는 쇼에서 [[속임수]]를 사용했어요.,trick,Rearrange these letters!: K T I R C,다음 글자들을 재배열 해보세요!: K T I R C
The cunning magician performed a clever ___ to deceive the audience.,그 마술사는 관객을 속이기 위해 놀라운 [[묘기]]를 선보였어요.,trick,Rearrange these letters!: R I C K T,다음 글자들을 재배열 해보세요!: R I C K T
The cunning magician used a clever ___ to deceive the audience.,영리한 마술사는 관객을 속이기 위해 영리한 [[비결]]을 사용했어요.,trick,Rearrange these letters!: C R I T K,다음 글자들을 재배열 해보세요!: C R I T K
Please do not ______ me when I'm working.,일할 때 저를 [[귀찮게]] 하지 마세요.,trouble,Rearrange these letters!: O B T U L R E,다음 글자들을 재배열 해보세요!: O B T U L R E
"During the storm, the ship encountered ___ on its journey.",폭풍 속에서 배는 항해 중에 [[문제]]를 겪었어요.,trouble,Rearrange these letters!: B O L U T E R,다음 글자들을 재배열 해보세요!: B O L U T E R
Her workout routine included exercises to tone her ______.,그녀의 운동 프로그램은 [[몸통]]을 탄탄하게 만드는 운동을 포함했어요.,trunk,Rearrange these letters!: U R T N K,다음 글자들을 재배열 해보세요!: U R T N K
The elephant splashed water with its ______.,코끼리는 물을 뿌리기 위해 [[코]]를 사용했어요.,trunk,It starts with 't'!,t로 시작하는 단어예요!
The elephant used its ____ to grab the fruit from the tree.,코끼리는 [[코]]를 사용하여 나무에서 열매를 따왔어요.,trunk,Rearrange these letters!: K N U R T,다음 글자들을 재배열 해보세요!: K N U R T
The team worked together because they had ______ in one another.,팀원들은 서로에게 [[신용]]을 가지고 함께 일했어요.,trust,It starts with 't'!,t로 시작하는 단어예요!
Many students dream of attending a ___ to gain knowledge.,많은 학생들은 지식을 얻기 위해 [[대학교]]에 다니는 꿈을 꿔요.,university,It starts with 'u'!,u로 시작하는 단어예요!
The harsh criticism can ___ someone's mood instantly.,그의 말은 누군가의 기분을 [[속상하게 만들]] 수 있어요.,upset,It has 5 letters!,5글자예요!
"After hearing the disappointing news, she felt ___.","실망스러운 소식을 듣고, 그녀는 매우 [[화난]] 상태였어요.",upset,It starts with 'u'!,u로 시작하는 단어예요!
The team was ___ after the disappointing loss.,실망스러운 패배 후에 그 팀은 [[화난]] 상태였어요.,upset,Rearrange these letters!: T U P S E,다음 글자들을 재배열 해보세요!: T U P S E
"From the balcony, I ___ the stunning skyline every evening.",발코니에서 나는 멋진 스카이라인을 [[감상]]해요.,view,Rearrange these letters!: W I V E,다음 글자들을 재배열 해보세요!: W I V E
"Every morning, he ___ the sunrise from his porch.","매일 아침, 그는 자신의 현관에서 일출을 [[보다]].",view,Rearrange these letters!: E W V I,다음 글자들을 재배열 해보세요!: E W V I
"From the hilltop, you can see a breathtaking ______ of the sunset.","언덕 위에서, 너는 노을의 아름다운 [[조망]]을 볼 수 있어요.",view,Rearrange these letters!: W E I V,다음 글자들을 재배열 해보세요!: W E I V
The tourist enjoyed the breathtaking ___ from the mountaintop.,그 관광객은 산 정상에서 숨막히는 [[경치]]을 감상했어요.,view,It has 4 letters!,4글자예요!
The writer shared his unique ___ on the controversial issue.,작가는 그 논란이 많은 문제에 대해 독특한 [[관점]]을 공유했어요.,view,It starts with 'v'!,v로 시작하는 단어예요!
"During our journey, we visited a quaint ________ where local traditions thrive.",여행 중 우리는 전통이 살아있는 예쁜 [[마을]]을 방문했어요.,village,Rearrange these letters!: L A G E V I L,다음 글자들을 재배열 해보세요!: L A G E V I L
"Every weekend, citizens ___ at the local shelter.","매 주말, 시민들이 지역 보호소에서 [[자원]]해요.",volunteer,Rearrange these letters!: O E V T N L E U R,다음 글자들을 재배열 해보세요!: O E V T N L E U R
Many community events wouldn't succeed if people didn't ______ to help out.,많은 지역 행사들이 사람들이 도우러 [[자원봉사]]하지 않으면 성공할 수 없어요.,volunteer,Rearrange these letters!: L E V O N U T E R,다음 글자들을 재배열 해보세요!: L E V O N U T E R
The local shelter accepted a ___ to care for the animals.,지역 보호소는 동물들을 돌보기 위해 한 [[자원봉사자]]를 받았어요.,volunteer,Rearrange these letters!: R O L V U E N E T,다음 글자들을 재배열 해보세요!: R O L V U E N E T
Many people ___ at the community center every weekend.,"많은 사람들이 매주 주말에 커뮤니티 센터에서 [[자원의,자발적인]] 활동을 해요.",volunteer,Rearrange these letters!: E U V L O R N T E,다음 글자들을 재배열 해보세요!: E U V L O R N T E
The factory produced a large amount of ___.,그 공장은 많은 [[낭비]]를 생산했어요.,waste,Rearrange these letters!: T A S W E,다음 글자들을 재배열 해보세요!: T A S W E
Mismanagement of resources results in ______.,잘못된 관리로 인해 자원의 [[낭비]]가 이어져요.,waste,It has 5 letters!,5글자예요!
"When the wind picks up, the flag ___ vigorously.","바람이 불면, 깃발이 ___ 거예요.",wave,Rearrange these letters!: E V W A,다음 글자들을 재배열 해보세요!: E V W A
The surfer rode the ___ all the way to shore.,서퍼는 해안까지 [[물결]]을 타고 갔어요.,wave,Rearrange these letters!: E A W V,다음 글자들을 재배열 해보세요!: E A W V
The scientist observed the brilliant ___ moving through space.,과학자는 우주를 통과하는 빛의 [[파동]]을 관찰했어요.,wave,Rearrange these letters!: V A E W,다음 글자들을 재배열 해보세요!: V A E W
"After recovering from the flu, his muscles felt ___.","독감에서 회복한 후, 그의 근육이 너무 [[약한]] 느껴졌어요.",weak,It has 4 letters!,4글자예요!
Don't forget to ___ your luggage before you check in at the airport.,공항에 가기 전에 수하물의 무게를 [[재다]]해 보세요.,weigh,Rearrange these letters!: G I W E H,다음 글자들을 재배열 해보세요!: G I W E H
"Before boarding, I always ___ my luggage to ensure it's within the weight limit.","비행기에 타기 전에, 나는 수하물의 [[재다]]를 확인해요.",weigh,It has 5 letters!,5글자예요!
"Before shipping, you must ______ the package to ensure correct postage.","배송 전에, 소포의 정확한 우편요금을 위해 [[저울질]] 해야 해요.",weigh,It starts with 'w'!,w로 시작하는 단어예요!
"Before making an important decision, you should ___ all the pros and cons carefully.",중요한 결정을 내리기 전에 장단점을 [[평가]]해보세요.,weigh,Rearrange these letters!: H E W I G,다음 글자들을 재배열 해보세요!: H E W I G
The giant ___ glided silently through the ocean.,거대한 [[고래]]가 바다를 유유히 지나갔어요.,whale,Rearrange these letters!: L E W H A,다음 글자들을 재배열 해보세요!: L E W H A
___ of the two paths will lead you to the treasure?,두 길 중 ___ 가 보물로 가는 길이에요.,which,It has 5 letters!,5글자예요!
"After repairs, the car was in ___ condition.","수리가 끝난 후, 차는 [[완전한,흠이 없는]] 상태였어요.",whole,Rearrange these letters!: L O H E W,다음 글자들을 재배열 해보세요!: L O H E W
She ate the ____ cake.,그녀는 [[전체]] 케이크를 다 먹었어요.,whole,Rearrange these letters!: L O W H E,다음 글자들을 재배열 해보세요!: L O W H E
The road was so ___ that two cars could pass each other with ease.,도로가 너무 [[넓]]어서 두 차가 서로 쉽게 지나갈 수 있었어요.,wide,Rearrange these letters!: E I D W,다음 글자들을 재배열 해보세요!: E I D W
"The river is ___, making it challenging to swim across.",강의 [[넓은]] 부분 때문에 수영하기 어려워요.,wide,Rearrange these letters!: D I W E,다음 글자들을 재배열 해보세요!: D I W E
"The door swung ___, letting the chilly breeze in.",문이 [[완전히]] 열려 찬 바람이 들어왔어요.,wide,It has 4 letters!,4글자예요!
"Despite facing many challenges, she proved ___ to adapt quickly.","많은 어려움에 직면했음에도, 그녀는 빠르게 적응할 [[할 수 있는]] 능력을 보여줬어요.",able,It starts with 'a'!,a로 시작하는 단어예요!
The witness did not hesitate to ___ the defendant during the trial.,증인은 재판 중 피고를 [[고발]]했어요.,accuse,Rearrange these letters!: S E C C A U,다음 글자들을 재배열 해보세요!: S E C C A U
She worked tirelessly to ______ her ambitions.,그녀는 야망을 [[성취]]하기 위해 끊임없이 노력했어요.,achieve,It has 7 letters!,7글자예요!
"When moving to a new country, you must ___ to different customs.","새로운 나라로 이주할 때, 다른 풍습에 ___해야 해요.",adapt,It starts with 'a'!,a로 시작하는 단어예요!
The company had to ___ its operations after the merger.,회사는 합병 후 운영을 [[변형]]했어요.,adapt,Rearrange these letters!: P A T D A,다음 글자들을 재배열 해보세요!: P A T D A
Businesses must ____ to changing market conditions to remain competitive.,기업들은 경쟁력을 유지하기 위해 변화하는 시장 조건에 [[맞추다]]야 해요.,adapt,Rearrange these letters!: D A P A T,다음 글자들을 재배열 해보세요!: D A P A T
The family decided to ___ a child from the orphanage.,그 가족은 고아원에서 [[입양]]하기로 결정했어요.,adopt,Rearrange these letters!: D P T O A,다음 글자들을 재배열 해보세요!: D P T O A
The organization plans to ___ technology to drive progress.,해당 조직은 기술을 [[진보]]시켜 미래를 개척하고자 합니다.,advance,Rearrange these letters!: V A D C E A N,다음 글자들을 재배열 해보세요!: V A D C E A N
"By working hard, he hoped to ___ in his career.",열심히 일함으로써 그는 경력에서 [[출세]]하기를 바라았다.,advance,Rearrange these letters!: V A C D N A E,다음 글자들을 재배열 해보세요!: V A C D N A E
The army decided to ______ towards the enemy fortification.,군대는 적의 요새를 향해 [[나아가다]].,advance,It starts with 'a'!,a로 시작하는 단어예요!
The rapid ___ of technology has changed our world.,기술의 빠른 [[발전]]이 우리 세상을 변화시켰어요.,advance,It has 7 letters!,7글자예요!
"During the operation, the army's ______ allowed them to gain ground.","작전 중에, 군대의 [[전진]]으로 그들이 점령지를 확보했어요.",advance,Rearrange these letters!: C A D N A V E,다음 글자들을 재배열 해보세요!: C A D N A V E
The teacher will ___ the students before the exam.,선생님은 시험 전에 학생들에게 [[충고]]하실 거예요.,advise,Rearrange these letters!: D S V I E A,다음 글자들을 재배열 해보세요!: D S V I E A
The journalist uncovered the ___ that shocked the community.,그 기자는 [[사건]]을 밝혀서 모두를 놀라게 했어요.,affair,Rearrange these letters!: F A I R F A,다음 글자들을 재배열 해보세요!: F A I R F A
The patient is still ___ after the surgery.,환자는 수술 후에도 여전히 [[살아있는]] 상태에요.,alive,Rearrange these letters!: L V I A E,다음 글자들을 재배열 해보세요!: L V I A E
"Despite the harsh winter, the flowers remained ___ throughout the season.","혹한에도 불구하고, 꽃들은 계절 내내 [[활기 넘치는]] 상태였어요.",alive,Rearrange these letters!: V L I E A,다음 글자들을 재배열 해보세요!: V L I E A
The school does not ___ outside food in the cafeteria.,학교에서는 급식실에 외부 음식을 [[허락]]하지 않아요.,allow,Rearrange these letters!: L O W A L,다음 글자들을 재배열 해보세요!: L O W A L
The museum does not ___ photography.,박물관은 사진 촬영을 [[허용]]하지 않아요.,allow,It has 5 letters!,5글자예요!
"After much pressure, he finally ___ his mistake.","많은 압박 끝에, 그는 자신의 실수를 [[인정]]했어요.",allow,Rearrange these letters!: L A W L O,다음 글자들을 재배열 해보세요!: L A W L O
"___ it was cold, we went walking.","___ 비록 ~일지라도, 우리는 산책했어요.",although,Rearrange these letters!: T H A G O U H L,다음 글자들을 재배열 해보세요!: T H A G O U H L
The cashier verified the ___ in the register at the end of the day.,계산원은 하루의 끝에 계산대에 있는 [[금액]]을 확인했어요.,amount,It has 6 letters!,6글자예요!
The total ___ on the invoice was higher than expected.,송장에 기재된 총 ___이 예상보다 컸어요.,amount,It has 6 letters!,6글자예요!
Harsh words can ___ even the calmest individuals.,거친 말은 가장 차분한 사람들도 [[화나게 하다]].,anger,Rearrange these letters!: G R A E N,다음 글자들을 재배열 해보세요!: G R A E N
"After the unfair decision, she felt a surge of ___ rising within her.","불공정한 결정 후, 그녀는 마음 속에서 [[화]]가 솟구치는 것을 느꼈어요.",anger,It starts with 'a'!,a로 시작하는 단어예요!
She felt ______ as she awaited her exam results.,그녀는 시험 결과를 기다리며 [[불안해하는]] 기분이었어요.,anxious,Rearrange these letters!: U X I A N S O,다음 글자들을 재배열 해보세요!: U X I A N S O
He became _____ when he heard the exciting news.,그는 신나는 소식을 듣고 [[흥분하는]] 상태가 되었어요.,anxious,It starts with 'a'!,a로 시작하는 단어예요!
Make sure to ___ for the scholarship before the deadline.,장학금 마감일 전에 반드시 [[지원]] 하세요.,apply,It has 5 letters!,5글자예요!
The scientist decided to ___ the new method to her experiment.,과학자는 자신의 실험에 새로운 방법을 [[적용]]했어요.,apply,Rearrange these letters!: P L A P Y,다음 글자들을 재배열 해보세요!: P L A P Y
"To ensure a smooth finish, you should ___ the primer evenly.","부드러운 마감을 위해, 프라이머를 [[바르]]는 것이 중요해요.",apply,Rearrange these letters!: P Y A P L,다음 글자들을 재배열 해보세요!: P Y A P L
Not all rules ___ to every situation.,모든 규칙이 모든 상황에 [[해당]]하지 않아요.,apply,Rearrange these letters!: A P P L Y,다음 글자들을 재배열 해보세요!: A P P L Y
"Before beginning the experiment, the scientist decided to ______ the complex problem with caution.","실험을 시작하기 전에, 과학자는 문제에 [[접근]]하기로 결정했어요.",approach,It starts with 'a'!,a로 시작하는 단어예요!
The researcher's unique ___ led to innovative solutions.,연구자의 독특한 [[접근]]은 혁신적인 해법을 가져왔어요.,approach,Rearrange these letters!: R A P P O C H A,다음 글자들을 재배열 해보세요!: R A P P O C H A
The organization will ______ funds to support the new initiative.,그 조직은 새 계획을 지원하기 위해 자금을 ______할 것이다.,appropriate,It starts with 'a'!,a로 시작하는 단어예요!
The corrupt official decided to ______ public funds for private use.,부패한 관리가 공공 자금을 [[사유화]]했어요.,appropriate,Rearrange these letters!: P R A T E P I A R P O,다음 글자들을 재배열 해보세요!: P R A T E P I A R P O
"During the meeting, it is ___ to follow protocol.",회의에서는 [[적절한]] 절차를 따르는 것이 중요해요.,appropriate,Rearrange these letters!: P A R A T I E P P R O,다음 글자들을 재배열 해보세요!: P A R A T I E P P R O
"During the war, the ___ mobilized to defend the nation.","전쟁 중에, ___가 국민을 지키기 위해 동원되었어요.",army,Rearrange these letters!: Y M A R,다음 글자들을 재배열 해보세요!: Y M A R
The detective decided to ______ the suspect after gathering enough evidence.,형사는 충분한 증거를 모은 후 피의자를 [[체포]]했어요.,arrest,It has 6 letters!,6글자예요!
The newspaper published an ___ about the recent event.,신문은 최근 사건에 관한 [[기사]]를 실었어요.,article,Rearrange these letters!: L T I C A R E,다음 글자들을 재배열 해보세요!: L T I C A R E
The antique shop showcased a rare _______ that caught everyone's attention.,그 고미점에서는 모두의 관심을 끈 [[품목]]이 전시되어 있었어요.,article,Rearrange these letters!: T I C R A E L,다음 글자들을 재배열 해보세요!: T I C R A E L
I submitted my ______ to the journal last week.,나는 지난 주 학술지에 내 [[논문]]을 제출했어요.,article,Rearrange these letters!: T I C A R L E,다음 글자들을 재배열 해보세요!: T I C A R L E
She enjoyed reading the ___ in the morning newspaper.,그녀는 아침 신문에서 ___을 읽었어요.,article,Rearrange these letters!: C T I L A R E,다음 글자들을 재배열 해보세요!: C T I L A R E
The boy stepped ___ to let the mother pass.,소년은 [[옆에]] 서서 어머니를 기다렸어요.,aside,Rearrange these letters!: D I E A S,다음 글자들을 재배열 해보세요!: D I E A S
The soldiers prepared to ______ the enemy camp.,군인들은 적의 진영을 [[공격]]했다.,attack,Rearrange these letters!: T A C K T A,다음 글자들을 재배열 해보세요!: T A C K T A
"At dawn, the army decided to _____ the enemy camp.","새벽에, 군대는 적진을 [[침범]]하기로 결심했어요.",attack,Rearrange these letters!: T A C T K A,다음 글자들을 재배열 해보세요!: T A C T K A
The ___ gave a standing ovation to the performers.,공연 중에 [[청중]]이 뜨거운 환호를 보냈어요.,audience,Rearrange these letters!: E U A D I C E N,다음 글자들을 재배열 해보세요!: E U A D I C E N
"Her performance was ___ in every aspect, neither exceptional nor disappointing.","그녀의 연주는 [[보통의, 일반적인]]였어요.",average,Rearrange these letters!: R E A G A E V,다음 글자들을 재배열 해보세요!: R E A G A E V
He struggled to ______ on the slippery surface.,그는 미끄러운 길 위에서 [[균형]]을 유지하려고 애썼다.,balance,It has 7 letters!,7글자예요!
She tried to keep her ___ while walking on the beam.,그녀는 빔 위를 걸으며 [[균형]]을 유지했어요.,balance,It has 7 letters!,7글자예요!
The company's trade ___ indicated a surplus this quarter.,회사의 국제 무역 [[수지]]가 이번 분기에 흑자를 나타냈어요.,balance,Rearrange these letters!: A L B A E C N,다음 글자들을 재배열 해보세요!: A L B A E C N
The merchant used a ___ to weigh his goods.,상인은 물건의 무게를 재기 위해 [[저울]]을 사용했어요.,balance,Rearrange these letters!: L A N E C B A,다음 글자들을 재배열 해보세요!: L A N E C B A
The tightrope walker needed excellent ___ to cross the rope.,줄타기 곡예사는 밧줄을 건너기 위해 뛰어난 [[균형]]이 필요해요.,balance,It has 7 letters!,7글자예요!
The school will ___ the use of cell phones during classes.,학교는 수업 중에 휴대폰 사용을 ___했어요.,bar,Rearrange these letters!: R A B,다음 글자들을 재배열 해보세요!: R A B
He used a metal ___ to prop the door open.,그는 문을 열어두기 위해 금속으로 된 [[막대기]]를 사용했어요.,bar,It starts with 'b'!,b로 시작하는 단어예요!
"After graduating from law school, she was called to the ___.","법대를 졸업한 후, 그녀는 [[변호사직]]에 소환되었어요.",bar,Rearrange these letters!: R B A,다음 글자들을 재배열 해보세요!: R B A
"After a long week, he decided to unwind at the ___.","긴 한 주를 보낸 후, 그는 ___에서 휴식을 취하기로 했어요.",bar,Rearrange these letters!: R A B,다음 글자들을 재배열 해보세요!: R A B
"Every time a stranger approaches, the dog ___ loudly.",낯선 사람이 다가올 때마다 개가 [[짖]]어요.,bark,It starts with 'b'!,b로 시작하는 단어예요!
The tree's ___ is rough and protects it from pests.,나무의 [[나무껍질]]은 외부의 위험으로부터 보호됩니다.,bark,Rearrange these letters!: R A K B,다음 글자들을 재배열 해보세요!: R A K B
I replaced the ___ in my remote control.,나는 리모컨의 [[배터리]]를 교체했어요.,battery,Rearrange these letters!: T Y B A T R E,다음 글자들을 재배열 해보세요!: T Y B A T R E
The homeless man had to ___ for food on the busy street.,노숙자는 바쁜 거리에서 음식을 얻기 위해 [[구걸]]했어요.,beg,Rearrange these letters!: G E B,다음 글자들을 재배열 해보세요!: G E B
"During the crisis, villagers ___ for help.","위기 때, 마을 사람들이 도움을 [[간청]]했어요.",beg,It starts with 'b'!,b로 시작하는 단어예요!
He decided to ___ his money on the final game.,그는 마지막 경기에서 돈을 [[걸]]다.,bet,Rearrange these letters!: T E B,다음 글자들을 재배열 해보세요!: T E B
I ___ that our team will win the championship.,나는 우리 팀이 우승할 것이라고 [[확신]]해요.,bet,It starts with 'b'!,b로 시작하는 단어예요!
I only need a ___ of time to finish this puzzle.,이 퍼즐을 끝내기 위해 [[조금]]의 시간이 필요해요.,bit,It has 3 letters!,3글자예요!
