,"*중고등1200 교육부 지정 영단어의 영어 데이터 > 워드P에서 해당 단어의 모든 다의어 리스트업
*중등 교과서 영단어의 영어 데이터 > 워드P에서 해당 단어의 모든 다의어 리스트업",,,,,,,,,,,,,,,
중고등1200,2397,중3,8,dirt,"흙,먼지",2,명사,11999,16251,[də́:rt],"After the heavy storm, the garden soil was completely covered with dirt and dusty particles.","폭풍이 지나간 후, 정원의 토양은 완전히 흙과 먼지로 덮였어요.",TRUE,,,
중고등1200,2398,중3,8,disadvantage,불리한 점,2,명사,4504,404,[dìsədvǽntidʒ],"In the competitive exam, his limited vocabulary proved to be a notable disadvantage compared to others.",경쟁이 치열한 시험에서 그의 제한된 어휘력은 뚜렷한 불리한 점으로 작용했어요.,TRUE,,,
중고등1200,2399,중3,8,disease,병,2,명사,10991,2387,[dizí:z],"The aggressive disease spread rapidly through the town, forcing dedicated doctors to work extra hours.",공격적으로 퍼진 병이 마을에 빠르게 퍼져서 헌신적인 의사들이 추가 근무를 하게 되었어요.,TRUE,,,
중고등1200,2400,중3,8,display,(증상 등이) 나타나다,1,동사,2387,19926,[displéi],"When the patient suddenly began to display unusual symptoms, the doctor immediately ordered additional tests.","환자가 갑자기 이상한 증상을 나타내기 시작했을 때, 의사는 즉시 추가 검사를 지시했어요.",TRUE,,,
중고등1200,2401,중3,8,display,"드러냄,표시",2,명사,1206,30936,[displéi],The museum's magnificent display proudly exhibited priceless artifacts that captured the imagination of every visitor.,박물관의 화려한 전시는 모든 방문객의 상상력을 사로잡은 귀중한 유물들을 자랑스럽게 표시했어요.,TRUE,,,
중고등1200,2402,중3,8,display,감정 표현,2,명사,5192,18333,[displéi],The artist's vivid display of raw emotion resonated deeply with everyone watching his heartfelt performance.,그 예술가의 생생한 감정 표현은 그의 마음이 담긴 공연을 보는 모든 사람들에게 깊게 다가갔어요.,TRUE,,,
중고등1200,2403,중3,8,distance,거리,2,명사,198,289,[dístəns],"The distance between my house and school is far, but I enjoy the daily walk.","집과 학교 사이의 거리가 멀지만, 저는 매일 걷는 것을 즐겨요.",TRUE,,,
중고등1200,2404,중3,8,economy,경제,2,명사,289,460,[ikànəmi],The global economy has shown remarkable resilience despite recent challenges and market uncertainties across sectors.,세계 경제는 최근 도전과 시장 불확실성에도 불구하고 눈에 띄는 회복력을 보여줬어요.,TRUE,,,
중고등1200,2405,중3,8,educate,교육하다,1,동사,7796,699,[édʒukèit],"It is crucial to educate curious young minds with knowledge, wisdom, and compassion every day.","매일 호기심 많은 젊은 마음들에게 지식, 지혜, 그리고 자비심을 주입하며 교육하는 것은 매우 중요해요.",TRUE,,,
중고등1200,2406,중3,8,effective,"효과적인,유효한",3,형용사,8511,6578,[iféktiv],Her well-prepared presentation was extremely effective in persuading the diverse audience about the product benefits.,그녀의 철저히 준비된 프레젠테이션은 제품 혜택에 대해 다양한 청중을 설득하는 데 효과적이었어요.,TRUE,,,
중고등1200,2407,중3,8,effective,유능한,3,형용사,12708,19942,[iféktiv],The effective strategy truly allowed our team to complete the project much faster than expected.,유능한 전략이 우리 팀이 프로젝트를 훨씬 빠르게 완성할 수 있도록 도왔어요.,TRUE,,,
중고등1200,2408,중3,8,evidence,"증거,근거",2,명사,8041,5406,[évədəns],"The seasoned lawyer presented compelling evidence during the trial, which completely persuaded every skeptical juror.",경험 많은 변호사가 재판 동안 설득력 있는 증거를 제시하여 모든 회의적인 배심원을 완전히 납득시켰어요.,TRUE,,,
중고등1200,2409,중3,8,exact,"강요하다,요구하다",1,동사,9273,22923,[igzǽkt],The strict government exacted a heavy tax from all citizens during the unexpected economic crisis.,엄격한 정부는 예상치 못한 경제 위기 동안 모든 시민들에게 무거운 세금을 강요했어요.,TRUE,,,
중고등1200,2410,중3,8,exact,정확한,3,형용사,9738,5121,[igzǽkt],The scientist used an exact formula and precise measurements to calculate the experimental results accurately.,과학자는 정확한 공식과 정밀한 측정을 사용하여 실험 결과를 정확하게 계산했어요.,TRUE,,,
중고등1200,2411,중3,8,faith,믿음,2,명사,1322,2125,[féiθ],Her unwavering faith in humanity continuously inspired everyone to embrace hope and overcome serious challenges.,그녀의 한결같은 믿음은 모든 사람에게 용기와 희망을 주어 어려움을 극복할 수 있도록 이끌었어요.,TRUE,,,
중고등1200,2412,중3,8,faith,종교,2,명사,3173,22962,[féiθ],"He attended a small religious community every Sunday, truly strengthening his faith and personal spirituality.",그는 매주 매일 일요일마다 작은 종교 모임에 참석하여 진심으로 그의 신앙과 개인 영성을 크게 강화했어요.,TRUE,,,
중고등1200,2413,중3,8,flag,"축 늘어지다,시들다",1,동사,8570,8280,[flǽg],"After months of unwatered sunlight, the vibrant garden began to flag, causing worry among neighbors.","여러 달 동안 물 주지 않은 햇빛 아래서, 생기 있던 정원이 축 늘어지기 시작해서 이웃들이 걱정했어요.",TRUE,,,
중고등1200,2414,중3,8,flag,깃발,2,명사,12306,16649,[flǽg],"The flag was proudly raised during the festive parade, symbolizing unity, strength, and national pride.","깃발이 화려한 퍼레이드 중에 자랑스럽게 올려졌으며, 단결, 힘, 그리고 국가적 자긍심을 상징했어요.",TRUE,,,
중고등1200,2415,중3,8,flag,국기,2,명사,16474,27373,[flæg],"The elegant flag soared high above the vibrant, excited crowd during our nation's joyful celebration.",우아한 국기가 흥겨운 군중 위에서 높이 펄럭이며 우리 나라의 기쁨을 상징했어요.,TRUE,,,
중고등1200,2416,중3,8,fog,안개,2,명사,2180,3588,[fɔ́:g],"During our early, refreshing morning walk, dense fog slowly crept silently across the quiet park.","우리의 상쾌한 아침 산책 중, 짙은 안개가 조용한 공원을 천천히 스며들었어요.",TRUE,,,
중고등1200,2417,중3,8,fortunate,운이 좋은,3,형용사,841,14549,[fɔ́:rʧənət],"Yesterday, I was fortunate to receive unexpected assistance from a kind stranger during my commute.","어제, 나는 예상치 못한 도움을 받고 친절한 낯선 사람 덕분에 운이 좋았어요.",TRUE,,,
중고등1200,2418,중3,8,forward,전달하다,1,동사,3004,19581,[fɔ́:wərd],Please kindly forward the important email message promptly to the entire team for further review.,중요한 이메일 메시지를 신속하게 전체 팀에게 전달하시어 추가 검토를 부탁드려요.,TRUE,,,
중고등1200,2419,중3,8,forward,앞으로,4,부사,2216,3648,[fɔ́:rwərd],"We moved forward confidently into the challenging project, ever ready to conquer every unexpected hurdle.",우리는 어려운 프로젝트로 앞으로 자신 있게 나아가며 예기치 않은 장애물을 극복할 준비가 되어있어요.,TRUE,,,
중고등1200,2420,중3,8,furniture,가구,2,명사,55,56,[fə́:rniʧər],I chose modern furniture that transforms my living room into a comfortable and stylish space.,저는 현대적인 가구를 선택해서 거실을 편안하고 스타일리시한 공간으로 바꿨어요.,TRUE,,,
중고등1200,2421,중3,8,garage,차고,2,명사,3367,5604,[gərá:dʒ],He parked his old car in the cozy garage where it was safe from storms.,그의 오래된 자동차를 아늑한 차고에 주차하여 폭풍으로부터 안전하게 보호했어요.,TRUE,,,
중고등1200,2422,중3,8,general,장군,2,명사,2928,4838,[dʒénərəl],The general commanded his troops gracefully during the intense military campaign in a strategic battle.,그 장군은 치열한 군사 작전 중 전략적인 전투에서 부하들을 우아하게 지휘했어요.,TRUE,,,
중고등1200,2423,중3,8,general,포괄적인,3,형용사,3692,27181,[dʒénərəl],The conference organizers provided a brief general overview of the event including diverse innovative aspects.,회의 주최측은 다양한 혁신적 측면들을 포함하여 이벤트에 대해 포괄적인 개요를 간단하게 제시했어요.,TRUE,,,
중고등1200,2424,중3,8,general,일반적인,3,형용사,9699,17167,[dʒénərəl],Every general update of the company's policies is shared with employees regularly to ensure clarity.,회사의 모든 일반적인 정책 업데이트는 명확성을 위해 정기적으로 직원들과 공유해요.,TRUE,,,
중고등1200,2425,중3,8,hesitate,망설이다,1,동사,1133,1820,[hézətèit],"When confronted with an important decision in my life, I hesitate before choosing a path.","인생에서 중요한 결정을 마주할 때, 나는 길을 선택하기 전에 망설여요.",TRUE,,,
중고등1200,2426,중3,8,hire,고용하다,1,동사,340,542,[háiər],Our company eagerly decided to hire five new employees to support our expanding business operations.,우리 회사는 확장하는 사업 운영을 지원하기 위해 다섯 명의 새 직원을 고용하기로 결정했어요.,TRUE,,,
중고등1200,2427,중3,8,identify,"확인하다,인지하다",1,동사,997,4695,[aidéntəfài],I always try to identify every strange sound I suddenly hear during my morning walk.,저는 아침 산책 중에 갑자기 들리는 모든 이상한 소리를 확인하려고 항상 노력해요.,TRUE,,,
중고등1200,2428,중3,8,identify,밝혀내다,1,동사,8419,20000,[aidéntəfài],Our team will quickly identify the small hidden clue in order to solve the puzzle.,우리 팀은 퍼즐을 해결하기 위해 작고 숨겨진 단서를 빠르게 밝혀내요.,TRUE,,,
중고등1200,2429,중3,8,identify,"찾다,발견하다",1,동사,8419,27240,[aidéntəfài],The detective worked diligently to identify the missing painting hidden among the museum's extensive collection.,그 탐정은 박물관의 방대한 소장품 중에 숨겨진 잃어버린 그림을 찾으려고 부지런히 노력했어요.,TRUE,,,
중고등1200,2430,중3,8,ignore,무시하다,1,동사,1232,2022,[ignɔ́:r],Sometimes it is best to ignore petty remarks and remain focused on the important tasks.,가끔은 시시한 말들을 무시하고 중요한 일에 집중하는 것이 최선일 때가 있어요.,TRUE,,,
중고등1200,2431,중3,8,ill,병든,2,명사,3332,2389,[íl],"The dedicated nurse cared lovingly for the ill, providing them comfort and necessary medical treatment.",그 헌신적인 간호사는 병든 사람들을 정성껏 돌보며 필요한 치료와 위안을 제공했어요.,TRUE,,,
중고등1200,2432,중3,8,impress,깊은 인상을 주다,1,동사,137,3815,[imprés],Her articulate speech and sincere charm are sure to deeply impress everyone at this event.,그녀의 분명한 연설과 진심 어린 매력은 이 행사에서 모두에게 깊은 인상을 줄 거예요.,TRUE,,,
중고등1200,2433,중3,8,impress,감동시키다,1,동사,3998,19630,[imprés],Her extraordinary talent to perform art effortlessly can truly impress even the most critical audience.,그녀의 비범한 예술 공연 재능은 가장 냉정한 관객들조차 감동시킬 수 있어요.,TRUE,,,
중고등1200,2434,중3,8,income,소득,2,명사,7904,3145,[ínkʌm],"Every month, my monthly steady income significantly increased thanks to several exceptional performance bonuses received.","매달, 나의 꾸준한 소득은 몇몇 특별한 성과 보너스로 인해 크게 증가했어요.",TRUE,,,
중고등1200,2435,중3,8,indeed,정말로,4,부사,3066,5071,[indí:d],She indeed believed that the precious evidence during the investigation would eventually reveal the truth.,그녀는 조사 중에 소중한 증거가 결국 진실을 밝힐 것이라고 정말로 믿었어요.,TRUE,,,
중고등1200,2436,중3,8,independent,"자립적인,독립의",3,형용사,957,1516,[ìndipéndənt],The independent student diligently managed her finances and academic responsibilities without relying on anyone else's support.,자립적인 학생은 누구의 도움도 받지 않고 자신의 재정과 학업을 성실히 관리했어요.,TRUE,,,
중고등1200,2437,중3,8,injure,상처를 입히다,1,동사,9609,3817,[índʒər],The careful mechanic accidentally injured his hand while working on a complicated engine repair task.,세심한 정비공이 복잡한 엔진 수리 작업 도중 실수로 손에 상처를 입혔어요.,TRUE,,,
중고등1200,2438,중3,8,injure,부상을 입다,1,동사,9609,17213,[índʒə̀r],The diligent athlete unfortunately injured his shoulder during an especially rigorous training session yesterday morning.,그 근면한 선수는 어제 아침 특히 힘든 훈련 도중 어깨에 부상을 입었어요.,TRUE,,,
중고등1200,2439,중3,8,intend,"하려 하다,작정이다",1,동사,8482,6274,[inténd],I intend to complete this important project by working long hours every day until success.,나는 매일 긴 시간 동안 열심히 일하며 성공할 때까지 이 중요한 프로젝트를 완수하려고 작정했어요.,TRUE,,,
중고등1200,2440,중3,8,investigate,조사하다,1,동사,3143,5198,[invéstəgèit],The experienced detective decided to investigate the suspicious evidence thoroughly to reveal the hidden truth.,경험이 풍부한 형사는 숨겨진 진실을 밝히기 위해 그 의심스러운 증거를 철저하게 조사했어요.,TRUE,,,
중고등1200,2441,중3,8,investigate,"조사하다,살피다",1,동사,3143,29720,[invéstəgèit],The experienced investigator needed to thoroughly investigate the mysterious incident downtown for surprising evidence.,경험 많은 수사관은 도심의 미스터리한 사건을 철저하게 조사했어요.,TRUE,,,
중고등1200,2442,중3,8,involve,"수반하다,포함하다",1,동사,1969,6123,[inválv],"Large charity events often involve meticulous organizing, recruiting volunteers, securing sponsorships, and coordinating impressive performances.","대형 자선 행사는 보통 세심한 준비와 자원봉사자 모집, 후원 확보, 그리고 인상적인 공연 조율을 수반해요.",TRUE,,,
중고등1200,2443,중3,8,involve,"참여시키다,관련시키다",1,동사,16104,18513,[inválv],The project will involve expert professionals to ensure every detail of the design meets standards.,이 프로젝트는 디자인의 모든 세부 사항이 기준에 맞도록 전문가들을 참여시키기 위해 준비되고 있어요.,TRUE,,,
중고등1200,2444,중3,8,justice,사법,2,명사,1441,20477,[dʒʌ́stis],The justice system was recently reformed to ensure that fairness and equality prevailed throughout society.,최근에 사법 체계가 개혁되어 사회 전체에 공정성과 평등이 보장되도록 했어요.,TRUE,,,
중고등1200,2445,중3,8,justice,정의,2,명사,3080,5094,[dʒʌ́stis],"In every community, citizens demand equality and unwavering justice despite ongoing challenges in the system.",모든 사회에서 시민들은 평등과 확고한 정의를 현재의 어려움 속에서도 요구하고 있어요.,TRUE,,,
중고등1200,2446,중3,8,lawn,잔디,2,명사,2899,4799,[lɔ́:n],"Every sunny Saturday, I carefully mow the lawn to maintain its vibrant, healthy green appearance.",햇살 가득한 토요일마다 나는 잔디를 신중하게 깎아서 생기 있고 건강한 녹색을 유지해요.,TRUE,,,
중고등1200,2447,중3,8,majority,대부분,2,명사,4024,6684,[mədʒɔ́:rəti],"The majority of voters wholeheartedly supported the new policy, proving strong community trust in government.",대다수의 유권자들이 신 정책을 전폭적으로 지지하여 정부에 강한 신뢰를 보여줬어요.,TRUE,,,
중고등1200,2448,중3,8,majority,다수,2,명사,4024,30722,[mədʒɔ́ːrəti],The majority of enthusiastic community members strongly support new environmental laws to protect our planet.,열정적인 다수의 시민들이 우리 지구를 보호하기 위해 새로운 환경법을 강력히 지지해요.,TRUE,,,
중고등1200,2449,중3,8,military,"군사,군대",2,명사,486,30597,[mílitèri],The military personnel trained diligently to prepare thoroughly for the important anticipated international peacekeeping mission.,군사들은 중요한 국제 평화유지 임무를 위해 철저하게 준비하며 열심히 훈련했어요.,TRUE,,,
중고등1200,2450,중3,8,military,군대의,3,형용사,486,770,[mílitèri],The military base quickly prepared advanced equipment and highly trained personnel for urgent field operations.,군대의 기지는 긴급 작전을 위해 신속하게 첨단 장비와 고도로 훈련된 인원들을 준비했어요.,TRUE,,,
중고등1200,2451,중3,8,mood,"기분,분위기",2,명사,605,952,[mú:d],"Her cheerful mood remarkably brightened the gloomy room, making everyone feel a spark of hope.","그녀의 쾌활한 기분이 우울한 방을 놀랍도록 밝혀서, 모두에게 희망의 불씨를 느끼게 했어요.",TRUE,,,
중고등1200,2452,중3,8,moreover,게다가,4,부사,7839,354,[mɔ:róuvər],"Our report detailed several technical issues; moreover, additional research was necessary during our extensive analysis.","우리 보고서는 여러 기술적 문제들을 자세히 설명했으며, 게다가 우리의 철저한 분석을 위해 추가 연구가 필요했어요.",TRUE,,,
중고등1200,2453,중3,8,motion,"동작,움직임",2,명사,2546,4233,[móuʃən],The swift motion of the dancer gracefully impressed the theater audience during the energetic performance.,무용수의 빠른 동작이 극장에서 활기찬 공연 중 관객들을 우아하게 감동시켰어요.,TRUE,,,
중고등1200,2454,중3,8,motion,"발의안,제안",2,명사,10689,24761,[móuʃən],The city council received an interesting motion to improve the local community park's lighting system.,시의회는 지역 사회 공원의 조명 시스템을 개선하기 위한 흥미로운 발의안을 받았어요.,TRUE,,,
중고등1200,2455,중3,8,native,"본국의,원주민의",3,형용사,480,2470,[néitiv],"I visited my native village during the summer holiday, where I reconnected with unique traditions.",나는 여름 방학 동안 본국의 마을을 방문하여 그곳의 독특한 전통들을 다시 만났어요.,TRUE,,,
중고등1200,2456,중3,8,native,원주민의,3,형용사,3592,18603,[néitiv],The native community recently gathered together on their ancestral land to celebrate their unique cultural heritage.,원주민 공동체가 자신들의 조상 땅에서 최근에 모여 독특한 문화 유산을 기념했어요.,TRUE,,,
중고등1200,2457,중3,8,occasion,야기하다,1,동사,2229,24801,[əkéiʒən],"The unexpected disruptions occasion many problems for local businesses, creating ongoing challenges for community leaders.",예기치 못한 혼란이 지역 사업체들에게 많은 문제를 야기하여 커뮤니티 리더들에게 지속적인 도전을 일으켰어요.,TRUE,,,
중고등1200,2458,중3,8,occasion,(특정한) 때,2,명사,1051,1669,[əkéiʒən],"On this special occasion, our entire family gathered together to celebrate our wonderful shared achievements.",이 특별한 때에 우리 가족은 함께 모여 우리의 소중한 성취를 축하했어요.,TRUE,,,
중고등1200,2459,중3,8,occasion,경우,2,명사,7080,19312,[əkéiʒən],"On every special occasion, my loving family gathers together to celebrate unforgettable and joyful moments.",특별한 경우마다 사랑하는 가족이 모여 잊지 못할 기쁨의 순간들을 함께 기념했어요.,TRUE,,,
중고등1200,2460,중3,8,occasion,행사,2,명사,8582,21030,[əkéiʒən],The annual charity event turned into an extraordinary occasion that united all the community members.,매년 열리는 자선 행사가 모든 지역 주민들을 하나로 모으는 놀라운 행사로 변했어요.,TRUE,,,
중고등1200,2461,중3,8,occasion,"원인,이유",2,명사,15896,25474,[əkéiʒən],"The sudden loud noise served as an occasion, the underlying reason behind the startled reaction.",갑작스런 큰 소음은 놀란 반응의 근본적인 원인이 되었어요.,TRUE,,,
중고등1200,2462,중3,8,officer,"장교,경찰관",2,명사,3817,589,[ɔ́:fisər],The dedicated officer maintained public order while carefully investigating a complex case in downtown area.,헌신적인 장교는 시내 지역에서 복잡한 사건을 신중하게 조사하면서 공공 질서를 유지했어요.,TRUE,,,
중고등1200,2463,중3,8,pan,혹평하다,1,동사,1620,8557,[pǽn],A prominent group of professional critics promptly began to pan the recently released unoriginal movie.,저명한 평론가 그룹이 최근 공개된 진부한 영화에 대해 혹평을 시작했어요.,TRUE,,,
중고등1200,2464,중3,8,pan,냄비,2,명사,12656,17636,[pǽn],I placed the vegetables into the pan to cook a delicious meal for my family.,나는 가족을 위해 맛있는 식사를 만들기 위해 야채를 냄비에 넣었어요.,TRUE,,,
중고등1200,2465,중3,8,panic,"겁먹다,두려워하다",1,동사,7880,25747,[pǽnik],"When the sudden storm struck, many citizens panic, fearing unpredictable harm from the fierce lightning.",갑작스런 폭풍이 몰아치자 많은 시민들이 예측할 수 없는 위험을 두려워하며 겁먹었어요.,TRUE,,,
중고등1200,2466,중3,8,panic,갑작스러운 공포,2,명사,7880,205,[pǽnik],"During the storm, a sudden panic swept over the crowd, as they ran for safety.","폭풍우 동안 갑작스러운 공포가 군중을 휩쓸었고, 그들은 안전을 위해 달려갔어요.",TRUE,,,
중고등1200,2467,중3,8,panic,"공황적인,당황한",3,형용사,3888,25295,[pǽnik],The busy classroom instantly became panic as the unexpected fire alarm startled all the students.,바쁜 교실은 갑작스러운 화재 경보에 당황하여 모든 학생들이 놀랐어요.,TRUE,,,
중고등1200,2468,중3,8,pepper,후추,2,명사,3967,6592,[pépər],I always add a pinch of freshly ground pepper to enhance the flavor of food.,나는 음식을 더욱 맛있게 하기 위해 항상 갓 갈아낸 후추 한 꼬집을 넣어요.,TRUE,,,
중고등1200,2469,중3,8,pepper,"고추,피망",2,명사,11452,28315,[pépər],"The bright red pepper added an extra spicy taste while brightening the colorful, healthy salad.",밝은 빨간 피망이 형형색색의 건강한 샐러드에 특별한 매콤한 맛을 더해주었어요.,TRUE,,,
중고등1200,2470,중3,8,plenty,풍부,2,명사,8475,6160,[plénti],There was plenty of delicious food available on the table to satisfy all hungry guests.,테이블 위에 풍부한 맛있는 음식이 있어 모든 배고픈 손님들을 만족시켰어요.,TRUE,,,
중고등1200,2471,중3,8,pollute,더럽히다,1,동사,920,1464,[pəlú:t],"Modern chemical factories irresponsibly pollute the river, soil, and air due to poor safety controls.","현대의 화학 공장은 강과 토양, 공기를 더럽히고 있어요 열악한 안전 관리 때문이에요.",TRUE,,,
중고등1200,2472,중3,8,privacy,사생활,2,명사,1697,2820,[práivəsi],"In today's digital era, protecting one's privacy is essential for preserving a healthy personal life.",오늘날의 디지털 시대에는 개인의 사생활을 보호하는 것이 건강한 삶을 유지하는 데 필수적이에요.,TRUE,,,
중고등1200,2473,중3,8,proper,특유의,3,형용사,7154,23584,[prάpər],"The chef used his proper technique, enhancing the dish's distinct flavors and attracting many critics.",그 셰프는 특유의 조리법을 사용하여 요리의 독특한 맛을 극대화하며 많은 평론가들을 매료시켰어요.,TRUE,,,
중고등1200,2474,중3,8,proper,"적절한,올바른",3,형용사,8373,4943,[prάpər],"Using proper guidelines in every academic research ensures accuracy, reliability, and clear communication for success.",각 학술 연구에서 적절한 지침을 사용하면 정확도와 신뢰성이 보장되고 명확한 소통이 이루어져요.,TRUE,,,
중고등1200,2475,중3,8,quality,품질,2,명사,3331,5550,[kwáləti],The exceptional quality of the products in our store truly guarantees satisfaction and lasting durability.,우리 가게에 있는 제품들의 뛰어난 품질은 진정한 만족과 오래 지속되는 내구성을 보장해요.,TRUE,,,
중고등1200,2476,중3,8,quality,"특성,덕목",2,명사,3631,25921,[kwáləti],Her quality as a reliable friend was clearly evident in every thoughtful act she performed.,그녀의 신뢰할 수 있는 친구라는 특성은 그녀가 한 모든 사려깊은 행동에서 명확히 드러났어요.,TRUE,,,
중고등1200,2477,중3,8,quality,"품질,자질,능력",2,명사,7956,30567,[kwάləti],The quality of this exceptional artwork clearly demonstrates both superior craftsmanship and remarkable creative ability.,이 뛰어난 예술 작품의 품질은 우수한 기술과 특별한 창의력을 명확하게 보여줘요.,TRUE,,,
중고등1200,2478,중3,8,quality,고급의,3,형용사,11967,27375,[kwάləti],I bought a quality suit for the formal gala because its superior fabric ensured elegance.,나는 공식 행사에서 우아함을 뽐내기 위해 우수한 원단의 품격 있는 정장을 구매했어요.,TRUE,,,
중고등1200,2479,중3,8,quarter,4분의1,2,명사,44,44,[kwɔ́:rtər],"After carefully measuring, I removed exactly one quarter of the whole pie for a test.","정확하게 측정한 후, 전체 파이의 4분의 1을 떼어내어 시식해 보았어요.",TRUE,,,
중고등1200,2480,중3,8,quarter,"지구,구역",2,명사,2059,20116,[kwɔ́:rtər],"The vibrant quarter of our city thrives with modern art, deep history, and friendly residents.","우리 도시의 활기찬 구역은 현대 미술, 깊은 역사, 그리고 친절한 주민들로 활발해요.",TRUE,,,
중고등1200,2481,중3,8,range,다양하다,1,동사,4020,31200,[reindʒ],The classroom activities consistently range from engaging creative projects to stimulating analytical discussions every day.,교실 활동은 매일 흥미로운 창의적 프로젝트부터 자극적인 분석 토론까지 다양하게 이루어져요.,TRUE,,,
중고등1200,2482,중3,8,range,산맥,2,명사,6824,25425,[réindʒ],"The magnificent mountain range stretched across the horizon, displaying breathtaking vistas that captivated every traveler.","그 장엄한 산맥은 지평선을 가로질러 펼쳐지며, 모든 여행자를 매혹시키는 숨막히는 경치를 보여줬어요.",TRUE,,,
중고등1200,2483,중3,8,range,범위,2,명사,9494,2330,[réindʒ],"The product came in a wide range of various colors, sizes, and unique design options.","이 제품은 다양한 색상, 사이즈, 그리고 독특한 디자인 옵션의 폭넓은 범위를 가지고 있어요.",TRUE,,,
중고등1200,2484,중3,8,rare,드문,3,형용사,1028,1632,[rέər],The museum displayed a rare ancient artifact that only a few historians had ever seen.,박물관에서는 소수의 역사가들만 본 드문 고대 유물을 전시했어요.,TRUE,,,
중고등1200,2485,중3,8,rare,(고기를)살짝 익힌,3,형용사,14923,31326,[rέər],I strongly prefer my steak served rare because it retains a moist and tender flavor.,"저는 스테이크를 살짝 익힌 상태로 먹는 것을 좋아해서, 육즙과 부드러운 맛을 즐길 수 있어요.",TRUE,,,
중고등1200,2486,중3,8,rate,등급을 매기다,1,동사,1038,18711,[réit],The professor meticulously rates every student's recent exam to accurately determine their final academic rank.,교수님께서 각 학생의 최근 시험에 대해 등급을 매기셔서 최종 학업 순위를 정확하게 결정하셨어요.,TRUE,,,
중고등1200,2487,중3,8,rate,평가하다,1,동사,8467,27214,[reit],Numerous experts rate his innovative project highly because it effectively solved multiple complex community problems.,많은 전문가들이 그의 혁신적인 프로젝트를 평가하여 효과적으로 다양한 복잡한 사회 문제를 해결했다고 생각해요.,TRUE,,,
중고등1200,2488,중3,8,rate,비율,2,명사,1639,2711,[réit],The current unemployment rate has dropped significantly in the second quarter because of new initiatives.,현재 실업 비율은 새로운 정책 덕분에 두 번째 분기에 크게 하락했어요.,TRUE,,,
중고등1200,2489,중3,8,rate,속도,2,명사,1926,19038,[réit],"During the long race, the professional runner maintained a high rate, surpassing every competitor skillfully.","긴 경주동안, 전문 주자는 매우 빠른 속도로 달려 모든 경쟁자를 능숙하게 앞질렀어요.",TRUE,,,
중고등1200,2490,중3,8,rate,요금,2,명사,10889,22205,[réit],The new annual rate for international shipping services was unexpectedly increased after a thorough review.,국제 해상 운송 서비스의 신규 연간 요금이 철저한 검토 후에 예상치 못하게 인상되었어요.,TRUE,,,
중고등1200,2491,중3,8,rather,오히려,4,부사,2453,4052,[rǽðər],"I would rather spend my vacation exploring quiet, charming small towns than chaotic big cities.",나는 혼란스러운 대도시보다 조용하고 매력적인 작은 마을들을 탐험하며 휴가를 보내는 것을 오히려 선호해요.,TRUE,,,
중고등1200,2492,중3,8,rather,다소,4,부사,3134,17530,[rǽðər],"He was rather excited to see the truly stunning museum exhibit, enjoying every single moment.","그는 정말 멋진 박물관 전시회를 보게 되어 다소 신이 났고, 매 순간을 즐겼어요.",TRUE,,,
중고등1200,2493,중3,8,rather,"꽤,상당히",4,부사,6665,25767,[rǽðər],I was rather surprised by his unexpectedly generous kindness on a chilly winter evening yesterday.,어제 추운 겨울 저녁에 그의 뜻밖의 관대함에 꽤 놀랐어요.,TRUE,,,
중고등1200,2494,중3,8,relate,관련되다,1,동사,2745,4558,[riléit],Scientists try to relate complex theories to everyday experiences in order to simplify scientific understanding.,과학자들은 복잡한 이론을 일상적인 경험과 연결하여 과학적 이해를 쉽게 하려고 노력해요.,TRUE,,,
중고등1200,2495,중3,8,relate,관련 시키다,1,동사,2745,17321,[riléit],Scientists often try to relate new research findings to previous studies to gain insight effectively.,과학자들은 자주 새로운 연구 결과를 이전 연구들과 관련시키려고 시도하여 통찰을 얻으려고 했어요.,TRUE,,,
중고등1200,2496,중3,8,rent,"집세,방세",2,명사,5827,3137,[rént],"Every month, we carefully pay our rent on the first day, ensuring no late fees.",매달 우리는 첫날에 집세를 꼼꼼하게 지불하여 연체료가 발생하지 않도록 해요.,TRUE,,,
중고등1200,2497,중3,8,risk,~할 위험에 처하다,1,동사,2585,30868,[risk],"If you consistently ignore proper safety guidelines, you risk sustaining severe injuries during everyday activities.","만약 당신이 올바른 안전수칙을 계속 무시한다면, 일상 생활 중 심각한 부상을 당할 위험에 처해요.",TRUE,,,
중고등1200,2498,중3,8,risk,위험,2,명사,2585,4295,[rísk],The steep mountain road presented a significant risk and forced careful drivers to proceed slowly.,험한 산길은 상당한 위험을 나타내 고 조심스러운 운전자들이 천천히 이동하도록 만들었어요.,TRUE,,,
중고등1200,2499,중3,8,rocket,로켓,2,명사,1090,1732,[rákit],The scientist launched the shiny rocket into space during an exciting and historic mission safely.,과학자가 빛나는 로켓을 안전하게 우주로 발사하여 아주 흥미롭고 역사적인 임무를 수행했어요.,TRUE,,,
중고등1200,2500,중3,8,roof,지붕,2,명사,5300,9759,[rú:f],"The workers repaired the damaged roof during the heavy rainstorm, ensuring the house remained safe.","작업자들이 폭우 속에서 손상된 지붕을 수리하며, 집이 안전하게 유지되도록 했어요.",TRUE,,,
중고등1200,2501,중3,8,row,배를 젓다,1,동사,6653,22243,[róu],"During the summer, Jack energetically rowed his old boat across the calm lake near town.",여름 동안 잭은 열정적으로 낡은 배를 저어 마을 근처의 고요한 호수를 건넜어요.,TRUE,,,
